Source,Site,Type,ID,plotID,Species,dbh,Age
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,7.4,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,9.1,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,10.8,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,18.5,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,9.7,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,11.6,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,10.3,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,18.5,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,8.2,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,15,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,8.5,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,10.2,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,18.5,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,16.6,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,9.2,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,11,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,15.1,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,8.4,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,10.8,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,10.7,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,18.2,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,25.4,120
NC,Fames Rough 2,NC,CH-NC-6000-FAM2,CH-NC-6000-FAM230-70B,Hawthorn,9,120
