SiteID,Type,Latin.name,h.Code,Age,Development_stage,Tree.dens,Tree.dbh.mean,Tree.dbh.sd,Area,Near.BL,BL.3000,ToW.2000,Seminat_exc_wood_prop.500
1107677,Mature,Galium aparine,Generalist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Geranium robertianum,Specialist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Geum urbanum,Generalist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Glechoma hederacea,Generalist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Hedera helix,Generalist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Heracleum sphondylium,Generalist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Hyacinthoides non-scripta,Specialist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Lamiastrum galeobdolon,Specialist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Lolium perenne,Non-woodland,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Melica uniflora,Specialist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Mercurialis perennis,Specialist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Oxalis acetosella,Specialist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Poa trivialis,Generalist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Pteridium aquilinum,Generalist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Ranunculus bulbosus,Non-woodland,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Ribes rubrum,Specialist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Ribes uva-crispa,Generalist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Rosa canina agg.,Generalist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Rubus fruticosus,Generalist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Silene dioica,Specialist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Stellaria holostea,Specialist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Teucrium scorodonia,Generalist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Urtica dioica,Generalist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107677,Mature,Veronica montana,Specialist,250,Old growth,784.6,27.8,20.3,3.5,NA,NA,NA,NA
1107931,Mature,Agrostis capillaris,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Arctium minus,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Arum maculatum,Specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Cirsium arvense,Non-woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Galium aparine,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Geum urbanum,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Glechoma hederacea,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Heracleum sphondylium,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Hyacinthoides non-scripta,Specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Mercurialis perennis,Specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Phalaris arundinacea,Non-woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Poa annua,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Poa trivialis,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Pteridium aquilinum,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Rubus fruticosus,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Rumex sanguineus,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Stellaria media,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107931,Mature,Urtica dioica,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108137,Mature,Agrostis gigantea,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Anthriscus sylvestris,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Arctium minus,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Carex pendula,Specialist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Chamerion angustifolium,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Cirsium arvense,Non-woodland,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Cirsium vulgare,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Cynosurus cristatus,Non-woodland,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Dactylis glomerata,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Deschampsia cespitosa,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Epilobium hirsutum,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Filipendula ulmaria,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Galium aparine,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Geum urbanum,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Glechoma hederacea,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Hedera helix,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Heracleum sphondylium,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Holcus lanatus,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Hyacinthoides non-scripta,Specialist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Hypericum perforatum,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Juncus effusus,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Melica uniflora,Specialist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Mercurialis perennis,Specialist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Phalaris arundinacea,Non-woodland,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Plantago major,Non-woodland,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Poa annua,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Poa trivialis,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Pteridium aquilinum,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Ranunculus repens,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Rosa canina agg.,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Rubus fruticosus,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Rumex sanguineus,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Silene dioica,Specialist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Sonchus oleraceus,Non-woodland,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Torilis japonica,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Urtica dioica,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Veronica beccabunga,Non-woodland,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Veronica chamaedrys,Generalist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108137,Mature,Vicia sepium,Specialist,250,Old growth,557.8,25.4,22.7,13.1,NA,NA,NA,NA
1108227,Mature,Allium ursinum,Specialist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Anthriscus sylvestris,Generalist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Arum maculatum,Specialist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Calystegia sepium,Generalist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Digitalis purpurea,Generalist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Galium aparine,Generalist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Geranium robertianum,Specialist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Geum urbanum,Generalist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Glechoma hederacea,Generalist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Hedera helix,Generalist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Heracleum sphondylium,Generalist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Hyacinthoides non-scripta,Specialist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Lonicera periclymenum,Specialist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Mercurialis perennis,Specialist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Poa trivialis,Generalist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Pteridium aquilinum,Generalist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Rubus fruticosus,Generalist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Rumex obtusifolius,Generalist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108227,Mature,Silene dioica,Specialist,250,Old growth,1025.4,27.7,18.7,4.1,NA,NA,NA,NA
1108368,Mature,Anisantha sterilis,Non-woodland,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Anthriscus sylvestris,Generalist,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Arctium minus,Generalist,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Arum maculatum,Specialist,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Cirsium arvense,Non-woodland,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Dipsacus fullonum,Non-woodland,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Elytrigia repens,Non-woodland,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Galium aparine,Generalist,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Glechoma hederacea,Generalist,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Heracleum sphondylium,Generalist,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Hyacinthoides non-scripta,Specialist,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Mercurialis perennis,Specialist,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Poa trivialis,Generalist,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Rosa canina agg.,Generalist,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Rubus fruticosus,Generalist,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Solanum dulcamara,Generalist,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Stellaria media,Generalist,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1108368,Mature,Urtica dioica,Generalist,250,Old growth,212.9,47.7,23.6,2.1,NA,NA,NA,NA
1115432,Mature,Arctium minus,Generalist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Arum maculatum,Specialist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Brachypodium sylvaticum,Specialist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Dactylis glomerata,Generalist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Filipendula ulmaria,Generalist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Galium aparine,Generalist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Geum urbanum,Generalist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Glechoma hederacea,Generalist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Hyacinthoides non-scripta,Specialist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Mercurialis perennis,Specialist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Poa trivialis,Generalist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Primula vulgaris,Specialist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Rumex sanguineus,Generalist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Silene latifolia,Non-woodland,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Urtica dioica,Generalist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1115432,Mature,Veronica montana,Specialist,250,Old growth,306.3,38.1,20.7,5.6,NA,NA,NA,NA
1412786,Mature,Alliaria petiolata,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Arctium minus,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Arum maculatum,Specialist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Athyrium filix-femina,Specialist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Brachypodium sylvaticum,Specialist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Carex sylvatica,Specialist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Circaea lutetiana,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Dactylis glomerata,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Galium aparine,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Geranium robertianum,Specialist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Geum urbanum,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Glechoma hederacea,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Heracleum sphondylium,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Hyacinthoides non-scripta,Specialist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Hypericum perforatum,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Juncus effusus,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Melica uniflora,Specialist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Mercurialis perennis,Specialist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Poa trivialis,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Primula vulgaris,Specialist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Rosa canina agg.,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Rubus fruticosus,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Rumex sanguineus,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Solanum dulcamara,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Stachys sylvatica,Specialist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1412786,Mature,Urtica dioica,Generalist,250,Old growth,402,25.6,18,5.2,NA,NA,NA,NA
1503147,Mature,Agrostis gigantea,Generalist,250,Old growth,703.6,23.4,14,1,NA,NA,NA,NA
1503147,Mature,Anthriscus sylvestris,Generalist,250,Old growth,703.6,23.4,14,1,NA,NA,NA,NA
1503147,Mature,Brachypodium sylvaticum,Specialist,250,Old growth,703.6,23.4,14,1,NA,NA,NA,NA
1503147,Mature,Galium aparine,Generalist,250,Old growth,703.6,23.4,14,1,NA,NA,NA,NA
1503147,Mature,Geum urbanum,Generalist,250,Old growth,703.6,23.4,14,1,NA,NA,NA,NA
1503147,Mature,Glechoma hederacea,Generalist,250,Old growth,703.6,23.4,14,1,NA,NA,NA,NA
1503147,Mature,Heracleum sphondylium,Generalist,250,Old growth,703.6,23.4,14,1,NA,NA,NA,NA
1503147,Mature,Hyacinthoides non-scripta,Specialist,250,Old growth,703.6,23.4,14,1,NA,NA,NA,NA
1503147,Mature,Lamiastrum galeobdolon,Specialist,250,Old growth,703.6,23.4,14,1,NA,NA,NA,NA
1503147,Mature,Mercurialis perennis,Specialist,250,Old growth,703.6,23.4,14,1,NA,NA,NA,NA
1503147,Mature,Poa trivialis,Generalist,250,Old growth,703.6,23.4,14,1,NA,NA,NA,NA
1503147,Mature,Rosa canina agg.,Generalist,250,Old growth,703.6,23.4,14,1,NA,NA,NA,NA
1503147,Mature,Urtica dioica,Generalist,250,Old growth,703.6,23.4,14,1,NA,NA,NA,NA
Kempston,Mature,Alliaria petiolata,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Anemone nemorosa,Specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Arum maculatum,Specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Brachypodium sylvaticum,Specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Cirsium arvense,Non-woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Cirsium vulgare,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Deschampsia cespitosa,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Filipendula ulmaria,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Galium aparine,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Geranium robertianum,Specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Glechoma hederacea,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Hedera helix,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Hyacinthoides non-scripta,Specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Juncus conglomeratus,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Lamiastrum galeobdolon,Specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Melica uniflora,Specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Mercurialis perennis,Specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Poa trivialis,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Primula vulgaris,Specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Pteridium aquilinum,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Ranunculus acris,Non-woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Rubus fruticosus,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Rumex sanguineus,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Silene latifolia,Non-woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Stellaria graminea,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Typha latifolia,Non-woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Urtica dioica,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Veronica chamaedrys,Generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kempston,Mature,Viola riviniana,Specialist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WT4509,PL,Agrostis stolonifera,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Alopecurus pratensis,Non-woodland,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Anthriscus sylvestris,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Bellis perennis,Non-woodland,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Chamerion angustifolium,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Cirsium arvense,Non-woodland,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Dactylis glomerata,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Deschampsia cespitosa,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Geum urbanum,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Glechoma hederacea,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Holcus lanatus,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Hyacinthoides non-scripta,Specialist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Lolium perenne,Non-woodland,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Myosotis arvensis,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Poa trivialis,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Polygonum aviculare,Non-woodland,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Primula vulgaris,Specialist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Ranunculus acris,Non-woodland,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Ranunculus repens,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Rosa canina agg.,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Rubus fruticosus,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Rumex acetosa,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Rumex conglomeratus,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Rumex sanguineus,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Senecio erucifolius,Non-woodland,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Silene dioica,Specialist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Stachys sylvatica,Specialist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Stellaria media,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Taraxacum,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Trifolium repens,Non-woodland,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Urtica dioica,Generalist,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Vicia hirsuta,Non-woodland,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4509,PL,Vicia sativa,Non-woodland,18,Stand initiation,1034,15.9,5.6,9.42,245,0.042545718,0.079166406,0
WT4688,PL,Agrostis stolonifera,Generalist,15,Stand initiation,863,13.6,5.1,31.89,701,0.086629355,0.029583633,0.023763999
WT4688,PL,Anthriscus sylvestris,Generalist,15,Stand initiation,863,13.6,5.1,31.89,701,0.086629355,0.029583633,0.023763999
WT4688,PL,Bromus hordeaceus,Non-woodland,15,Stand initiation,863,13.6,5.1,31.89,701,0.086629355,0.029583633,0.023763999
WT4688,PL,Cirsium vulgare,Generalist,15,Stand initiation,863,13.6,5.1,31.89,701,0.086629355,0.029583633,0.023763999
WT4688,PL,Dactylis glomerata,Generalist,15,Stand initiation,863,13.6,5.1,31.89,701,0.086629355,0.029583633,0.023763999
WT4688,PL,Dryopteris dilatata,Generalist,15,Stand initiation,863,13.6,5.1,31.89,701,0.086629355,0.029583633,0.023763999
WT4688,PL,Galium aparine,Generalist,15,Stand initiation,863,13.6,5.1,31.89,701,0.086629355,0.029583633,0.023763999
