Source,Type,Site,ID,plotID,Species,dbh
FTC,Mature,LB,LB_M1,LBMature125,Corylus avellana,9.6
FTC,Mature,LB,LB_M1,LBMature125,Corylus avellana,11.5
FTC,Mature,LB,LB_M1,LBMature125,Corylus avellana,10.3
FTC,Mature,LB,LB_M1,LBMature125,Quercus sp.,69.8
FTC,Mature,LB,LB_M1,LBMature125,Corylus avellana,7.3
FTC,Mature,LB,LB_M1,LBMature125,Acer campestre,15
FTC,Mature,LB,LB_M1,LBMature125,Acer campestre,19.6
FTC,Mature,LB,LB_M1,LBMature1330,Acer campestre,11.2
FTC,Mature,LB,LB_M1,LBMature1330,Corylus avellana,8.6
FTC,Mature,LB,LB_M1,LBMature1330,Corylus avellana,8.3
FTC,Mature,LB,LB_M1,LBMature1330,Acer campestre,10.8
FTC,Mature,LB,LB_M1,LBMature1330,Acer campestre,15.2
FTC,Mature,LB,LB_M1,LBMature1430,Quercus sp.,20.4
FTC,Mature,LB,LB_M1,LBMature1430,Crataegus monogyna,9.2
FTC,Mature,LB,LB_M1,LBMature1430,Quercus sp.,38.5
FTC,Mature,LB,LB_M1,LBMature1430,Quercus sp.,46.9
FTC,Mature,LB,LB_M1,LBMature1430,Quercus sp.,52
FTC,Mature,LB,LB_M1,LBMature1555,Quercus sp.,51.8
FTC,Mature,LB,LB_M1,LBMature1555,Quercus sp.,35.8
FTC,Mature,LB,LB_M1,LBMature1555,Quercus sp.,12.8
FTC,Mature,LB,LB_M1,LBMature1555,Quercus sp.,10.1
FTC,Mature,LB,LB_M1,LBMature1655,Betula sp.,8.7
FTC,Mature,LB,LB_M1,LBMature1655,Corylus avellana,8.6
FTC,Mature,LB,LB_M1,LBMature1655,Corylus avellana,10.7
FTC,Mature,LB,LB_M1,LBMature1655,Quercus sp.,19.2
FTC,Mature,LB,LB_M1,LBMature1655,Quercus sp.,27.1
FTC,Mature,LB,LB_M1,LBMature1655,Quercus sp.,24.5
FTC,Mature,LB,LB_M2,LBMature215,Betula sp.,9.2
FTC,Mature,LB,LB_M2,LBMature215,Betula sp.,7.1
FTC,Mature,LB,LB_M2,LBMature215,Quercus sp.,12.1
FTC,Mature,LB,LB_M2,LBMature215,Corylus avellana,9.3
FTC,Mature,LB,LB_M2,LBMature215,Corylus avellana,7.5
FTC,Mature,LB,LB_M2,LBMature215,Betula sp.,9.7
FTC,Mature,LB,LB_M2,LBMature215,Betula sp.,11.3
FTC,Mature,LB,LB_M2,LBMature215,Betula sp.,8.4
FTC,Mature,LB,LB_M2,LBMature215,Betula sp.,9.4
FTC,Mature,LB,LB_M2,LBMature215,Betula sp.,12.6
FTC,Mature,LB,LB_M2,LBMature215,Betula sp.,13.2
FTC,Mature,LB,LB_M2,LBMature215,Betula sp.,13
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,7.1
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,8
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,7.3
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,7.5
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,7.5
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,8.1
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,7.4
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,7
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,7.4
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,7
FTC,Mature,LB,LB_M2,LBMature225,Betula sp.,11
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,8
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,7.9
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,7.3
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,9.4
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,8.6
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,9.5
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,7
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,7
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,9.2
FTC,Mature,LB,LB_M2,LBMature225,Corylus avellana,9.4
FTC,Mature,LB,LB_M2,LBMature2330,Quercus sp.,7.6
FTC,Mature,LB,LB_M2,LBMature2330,Betula sp.,9.2
FTC,Mature,LB,LB_M2,LBMature2330,Quercus sp.,10.3
FTC,Mature,LB,LB_M2,LBMature2330,Quercus sp.,9.7
FTC,Mature,LB,LB_M2,LBMature2330,Quercus sp.,8.8
FTC,Mature,LB,LB_M2,LBMature2330,Betula sp.,7.3
FTC,Mature,LB,LB_M2,LBMature2330,Betula sp.,9
FTC,Mature,LB,LB_M2,LBMature2330,Betula sp.,14.3
FTC,Mature,LB,LB_M2,LBMature2330,Betula sp.,10.3
FTC,Mature,LB,LB_M2,LBMature2330,Betula sp.,11.2
FTC,Mature,LB,LB_M2,LBMature2330,Betula sp.,10.6
FTC,Mature,LB,LB_M2,LBMature2330,Betula sp.,11.2
FTC,Mature,LB,LB_M2,LBMature2330,Quercus sp.,10.9
FTC,Mature,LB,LB_M2,LBMature2330,Quercus sp.,7.3
FTC,Mature,LB,LB_M2,LBMature2330,Quercus sp.,10.6
FTC,Mature,LB,LB_M2,LBMature2330,Quercus sp.,11.7
FTC,Mature,LB,LB_M2,LBMature2330,Quercus sp.,13.6
FTC,Mature,LB,LB_M2,LBMature2330,Betula sp.,9.9
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,7
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,10.8
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,8.9
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,7.5
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,9
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,11.1
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,9.2
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,8.4
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,8
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,9
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,8.9
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,8
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,14.1
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,8.4
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,13.8
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,10.2
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,13.7
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,11.3
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,7.9
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,10.4
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,10.2
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,10.3
FTC,Mature,LB,LB_M2,LBMature2430,Betula sp.,13.2
FTC,Mature,LB,LB_M2,LBMature2555,Quercus sp.,15
FTC,Mature,LB,LB_M2,LBMature2555,Quercus sp.,9
FTC,Mature,LB,LB_M2,LBMature2555,Quercus sp.,11.2
FTC,Mature,LB,LB_M2,LBMature2555,Quercus sp.,9.4
FTC,Mature,LB,LB_M2,LBMature2555,Quercus sp.,16.4
FTC,Mature,LB,LB_M2,LBMature2555,Quercus sp.,7.2
FTC,Mature,LB,LB_M2,LBMature2555,Quercus sp.,7.2
FTC,Mature,LB,LB_M2,LBMature2555,Quercus sp.,9
FTC,Mature,LB,LB_M2,LBMature2555,Quercus sp.,7.7
FTC,Mature,LB,LB_M2,LBMature2555,Quercus sp.,9.9
FTC,Mature,LB,LB_M2,LBMature2555,Quercus sp.,8.3
FTC,Mature,LB,LB_M2,LBMature2655,Betula sp.,13.8
FTC,Mature,LB,LB_M2,LBMature2655,Betula sp.,13.8
FTC,Mature,LB,LB_M2,LBMature2655,Betula sp.,8.3
FTC,Mature,LB,LB_M2,LBMature2655,Betula sp.,9
FTC,Mature,LB,LB_M2,LBMature2655,Betula sp.,16
FTC,Mature,LB,LB_M2,LBMature2655,Betula sp.,16.8
FTC,Mature,LB,LB_M2,LBMature2655,Betula sp.,11.1
FTC,Mature,LB,LB_M2,LBMature2655,Betula sp.,9.6
FTC,Mature,LB,LB_M2,LBMature2655,Betula sp.,11.1
FTC,Mature,LB,LB_M2,LBMature2655,Betula sp.,15.1
FTC,Mature,LB,LB_M2,LBMature2655,Betula sp.,18
FTC,Mature,LB,LB_M3,LBMature315,Quercus sp.,10.4
FTC,Mature,LB,LB_M3,LBMature315,Fraxinus excelsior,10.9
FTC,Mature,LB,LB_M3,LBMature315,Fraxinus excelsior,14.8
FTC,Mature,LB,LB_M3,LBMature315,Fraxinus excelsior,15.5
FTC,Mature,LB,LB_M3,LBMature315,Acer campestre,14.1
FTC,Mature,LB,LB_M3,LBMature315,Acer campestre,15.1
FTC,Mature,LB,LB_M3,LBMature315,Acer campestre,24.3
FTC,Mature,LB,LB_M3,LBMature315,Fraxinus excelsior,10.5
FTC,Mature,LB,LB_M3,LBMature315,Quercus sp.,13.2
FTC,Mature,LB,LB_M3,LBMature315,Fraxinus excelsior,15.8
FTC,Mature,LB,LB_M3,LBMature315,Fraxinus excelsior,15.2
FTC,Mature,LB,LB_M3,LBMature315,Fraxinus excelsior,11.8
FTC,Mature,LB,LB_M3,LBMature325,Quercus sp.,11.5
FTC,Mature,LB,LB_M3,LBMature325,Quercus sp.,11.5
FTC,Mature,LB,LB_M3,LBMature325,Quercus sp.,9.1
FTC,Mature,LB,LB_M3,LBMature325,Castanea sativa,16.5
FTC,Mature,LB,LB_M3,LBMature325,Castanea sativa,20.4
FTC,Mature,LB,LB_M3,LBMature325,Quercus sp.,15
FTC,Mature,LB,LB_M3,LBMature325,Acer campestre,29.7
FTC,Mature,LB,LB_M3,LBMature325,Acer campestre,16.3
FTC,Mature,LB,LB_M3,LBMature325,Acer campestre,11.2
FTC,Mature,LB,LB_M3,LBMature325,Acer campestre,23
FTC,Mature,LB,LB_M3,LBMature325,Acer campestre,12
FTC,Mature,LB,LB_M3,LBMature325,Quercus sp.,20.1
FTC,Mature,LB,LB_M3,LBMature325,Castanea sativa,26.3
FTC,Mature,LB,LB_M3,LBMature325,Quercus sp.,13.1
FTC,Mature,LB,LB_M3,LBMature3330,Quercus sp.,13.8
FTC,Mature,LB,LB_M3,LBMature3330,Fraxinus excelsior,20.6
FTC,Mature,LB,LB_M3,LBMature3330,Quercus sp.,7
FTC,Mature,LB,LB_M3,LBMature3330,Castanea sativa,16.2
FTC,Mature,LB,LB_M3,LBMature3330,Quercus sp.,17.4
FTC,Mature,LB,LB_M3,LBMature3330,Quercus sp.,14.7
FTC,Mature,LB,LB_M3,LBMature3330,Quercus sp.,16.2
FTC,Mature,LB,LB_M3,LBMature3330,Quercus sp.,16.8
FTC,Mature,LB,LB_M3,LBMature3330,Quercus sp.,11.1
FTC,Mature,LB,LB_M3,LBMature3330,Castanea sativa,7.1
FTC,Mature,LB,LB_M3,LBMature3430,Castanea sativa,27
FTC,Mature,LB,LB_M3,LBMature3430,Castanea sativa,18.5
FTC,Mature,LB,LB_M3,LBMature3430,Castanea sativa,20
FTC,Mature,LB,LB_M3,LBMature3430,Castanea sativa,19
FTC,Mature,LB,LB_M3,LBMature3430,Betula sp.,33
FTC,Mature,LB,LB_M3,LBMature3430,Castanea sativa,23.1
FTC,Mature,LB,LB_M3,LBMature3430,Quercus sp.,12.8
FTC,Mature,LB,LB_M3,LBMature3430,Castanea sativa,21.1
FTC,Mature,LB,LB_M3,LBMature3430,Castanea sativa,11.8
FTC,Mature,LB,LB_M3,LBMature3430,Castanea sativa,31.7
FTC,Mature,LB,LB_M3,LBMature3430,Quercus sp.,20.2
FTC,Mature,LB,LB_M3,LBMature3555,Betula sp.,29.3
FTC,Mature,LB,LB_M3,LBMature3555,Betula sp.,14.6
FTC,Mature,LB,LB_M3,LBMature3555,Quercus sp.,14.4
FTC,Mature,LB,LB_M3,LBMature3555,Acer campestre,13
FTC,Mature,LB,LB_M3,LBMature3555,Acer campestre,8.3
FTC,Mature,LB,LB_M3,LBMature3555,Acer campestre,13.1
FTC,Mature,LB,LB_M3,LBMature3555,Acer campestre,12.8
FTC,Mature,LB,LB_M3,LBMature3555,Acer campestre,10.7
FTC,Mature,LB,LB_M3,LBMature3555,Acer campestre,7
FTC,Mature,LB,LB_M3,LBMature3555,Acer campestre,11.8
FTC,Mature,LB,LB_M3,LBMature3555,Quercus sp.,11.8
FTC,Mature,LB,LB_M3,LBMature3555,Quercus sp.,10.1
FTC,Mature,LB,LB_M3,LBMature3555,Quercus sp.,12.7
FTC,Mature,LB,LB_M3,LBMature3555,Quercus sp.,63.9
FTC,Mature,LB,LB_M3,LBMature3655,Corylus avellana,7.1
FTC,Mature,LB,LB_M3,LBMature3655,Corylus avellana,9.9
FTC,Mature,LB,LB_M3,LBMature3655,Corylus avellana,9.5
FTC,Mature,LB,LB_M3,LBMature3655,Corylus avellana,7.8
FTC,Mature,LB,LB_M3,LBMature3655,Corylus avellana,10.5
FTC,Mature,LB,LB_M3,LBMature3655,Corylus avellana,8.4
FTC,Mature,LB,LB_M3,LBMature3655,Corylus avellana,11.9
FTC,Mature,LB,LB_M3,LBMature3655,Corylus avellana,8.2
FTC,Mature,LB,LB_M3,LBMature3655,Corylus avellana,7.4
FTC,Mature,LB,LB_M3,LBMature3655,Corylus avellana,16.5
FTC,Mature,LB,LB_M3,LBMature3655,Corylus avellana,14.8
FTC,Mature,LB,LB_M3,LBMature3655,Quercus sp.,21.1
FTC,Mature,LB,LB_M3,LBMature3655,Quercus sp.,16.5
FTC,Mature,LB,LB_M3,LBMature3655,Quercus sp.,18.7
FTC,Mature,LB,LB_M3,LBMature3655,Quercus sp.,15.1
FTC,Mature,LB,LB_M3,LBMature3655,Corylus avellana,8.8
FTC,Mature,LB,LB_M4,LBMature415,Acer campestre,39
FTC,Mature,LB,LB_M4,LBMature415,Malus sylvestris,24.3
FTC,Mature,LB,LB_M4,LBMature415,Ilex aquifolium,11.9
FTC,Mature,LB,LB_M4,LBMature415,Ilex aquifolium,13.4
FTC,Mature,LB,LB_M4,LBMature415,Taxus baccata,12.8
FTC,Mature,LB,LB_M4,LBMature415,Taxus baccata,12.3
FTC,Mature,LB,LB_M4,LBMature415,Taxus baccata,12.5
FTC,Mature,LB,LB_M4,LBMature415,Taxus baccata,7.4
FTC,Mature,LB,LB_M4,LBMature415,Taxus baccata,8.3
FTC,Mature,LB,LB_M4,LBMature415,Taxus baccata,9
FTC,Mature,LB,LB_M4,LBMature415,Taxus baccata,8.4
FTC,Mature,LB,LB_M4,LBMature415,Taxus baccata,9
FTC,Mature,LB,LB_M4,LBMature415,Taxus baccata,23.2
FTC,Mature,LB,LB_M4,LBMature415,Taxus baccata,16.9
FTC,Mature,LB,LB_M4,LBMature425,Taxus baccata,10
FTC,Mature,LB,LB_M4,LBMature425,Taxus baccata,8.6
FTC,Mature,LB,LB_M4,LBMature425,Ligustrum vulgare,7.4
FTC,Mature,LB,LB_M4,LBMature425,Ligustrum vulgare,7.5
FTC,Mature,LB,LB_M4,LBMature425,Ligustrum vulgare,8.1
FTC,Mature,LB,LB_M4,LBMature425,Ligustrum vulgare,8.2
FTC,Mature,LB,LB_M4,LBMature4330,Picea sp.,24.8
FTC,Mature,LB,LB_M4,LBMature4330,Picea sp.,21.9
FTC,Mature,LB,LB_M4,LBMature4330,Acer campestre,19.4
FTC,Mature,LB,LB_M4,LBMature4330,Acer campestre,20.8
FTC,Mature,LB,LB_M4,LBMature4330,Quercus sp.,21
FTC,Mature,LB,LB_M4,LBMature4330,Acer campestre,20.8
FTC,Mature,LB,LB_M4,LBMature4330,Acer campestre,34.3
FTC,Mature,LB,LB_M4,LBMature4430,Fraxinus excelsior,21.1
FTC,Mature,LB,LB_M4,LBMature4430,Fraxinus excelsior,27.8
FTC,Mature,LB,LB_M4,LBMature4430,Fraxinus excelsior,19.2
FTC,Mature,LB,LB_M4,LBMature4430,Fraxinus excelsior,16.8
FTC,Mature,LB,LB_M4,LBMature4555,Fraxinus excelsior,30.9
FTC,Mature,LB,LB_M4,LBMature4555,Quercus sp.,30.2
FTC,Mature,LB,LB_M4,LBMature4555,Acer campestre,24.1
FTC,Mature,LB,LB_M4,LBMature4555,Acer campestre,23
FTC,Mature,LB,LB_M4,LBMature4555,Quercus sp.,19.8
FTC,Mature,LB,LB_M4,LBMature4655,Picea sp.,29.6
FTC,Mature,LB,LB_M4,LBMature4655,Picea sp.,21
FTC,Mature,LB,LB_M4,LBMature4655,Fagus sylvatica,20.9
FTC,Mature,LB,LB_M4,LBMature4655,Fagus sylvatica,24.8
FTC,Mature,LB,LB_M4,LBMature4655,Malus sylvestris,10.4
FTC,Mature,LB,LB_M4,LBMature4655,Malus sylvestris,7.1
FTC,Mature,LB,LB_M4,LBMature4655,Malus sylvestris,8.2
FTC,PL,LB,LB_P1,LBPL115,Malus sylvestris,9
FTC,PL,LB,LB_P1,LBPL125,Salix sp.,7.2
FTC,PL,LB,LB_P1,LBPL125,Malus sylvestris,7
FTC,PL,LB,LB_P1,LBPL125,Malus sylvestris,10.8
FTC,PL,LB,LB_P1,LBPL125,Malus sylvestris,13
FTC,PL,LB,LB_P1,LBPL125,Malus sylvestris,11.4
FTC,PL,LB,LB_P1,LBPL125,Acer campestre,10.2
FTC,PL,LB,LB_P1,LBPL125,Acer campestre,11.4
FTC,PL,LB,LB_P1,LBPL125,Acer campestre,7.6
FTC,PL,LB,LB_P1,LBPL1330,Acer campestre,9.2
FTC,PL,LB,LB_P1,LBPL1330,Acer campestre,7.4
FTC,PL,LB,LB_P1,LBPL1330,Quercus sp.,13.5
FTC,PL,LB,LB_P1,LBPL1330,Quercus sp.,10.9
FTC,PL,LB,LB_P1,LBPL1330,Acer campestre,7.8
FTC,PL,LB,LB_P1,LBPL1330,Acer campestre,7.9
FTC,PL,LB,LB_P1,LBPL1330,Quercus sp.,10.3
FTC,PL,LB,LB_P1,LBPL1330,Quercus sp.,8.2
FTC,PL,LB,LB_P1,LBPL1330,Quercus sp.,8.6
FTC,PL,LB,LB_P1,LBPL1330,Quercus sp.,14.1
FTC,PL,LB,LB_P1,LBPL1330,Quercus sp.,9.2
FTC,PL,LB,LB_P1,LBPL1430,Quercus sp.,8
FTC,PL,LB,LB_P1,LBPL1430,Quercus sp.,11
FTC,PL,LB,LB_P1,LBPL1430,Quercus sp.,13.6
FTC,PL,LB,LB_P1,LBPL1430,Quercus sp.,10.6
FTC,PL,LB,LB_P1,LBPL1430,Acer campestre,7.7
FTC,PL,LB,LB_P1,LBPL1430,Quercus sp.,8.1
FTC,PL,LB,LB_P1,LBPL1430,Quercus sp.,11.3
FTC,PL,LB,LB_P1,LBPL1430,Quercus sp.,9.1
FTC,PL,LB,LB_P1,LBPL1430,Quercus sp.,11.6
FTC,PL,LB,LB_P1,LBPL1430,Quercus sp.,9.8
FTC,PL,LB,LB_P1,LBPL1555,Quercus sp.,18.8
FTC,PL,LB,LB_P1,LBPL1555,Quercus sp.,10.1
FTC,PL,LB,LB_P1,LBPL1555,Quercus sp.,9.4
FTC,PL,LB,LB_P1,LBPL1555,Quercus sp.,13.8
FTC,PL,LB,LB_P1,LBPL1555,Quercus sp.,12
FTC,PL,LB,LB_P1,LBPL1555,Fraxinus excelsior,9.4
FTC,PL,LB,LB_P1,LBPL1555,Quercus sp.,8.4
FTC,PL,LB,LB_P1,LBPL1555,Fraxinus excelsior,13.2
FTC,PL,LB,LB_P1,LBPL1555,Quercus sp.,7.8
FTC,PL,LB,LB_P1,LBPL1555,Quercus sp.,13.2
FTC,PL,LB,LB_P1,LBPL1555,Quercus sp.,12.5
FTC,PL,LB,LB_P1,LBPL1555,Malus sylvestris,10.3
FTC,PL,LB,LB_P1,LBPL1555,Malus sylvestris,11.2
FTC,PL,LB,LB_P1,LBPL1555,Acer campestre,9.3
FTC,PL,LB,LB_P1,LBPL1555,Acer campestre,9.1
FTC,PL,LB,LB_P1,LBPL1655,Fraxinus excelsior,10.5
FTC,PL,LB,LB_P1,LBPL1655,Malus sylvestris,13.4
FTC,PL,LB,LB_P1,LBPL1655,Quercus sp.,14.5
FTC,PL,LB,LB_P1,LBPL1655,Quercus sp.,11.4
FTC,PL,LB,LB_P1,LBPL1655,Quercus sp.,12.6
FTC,PL,LB,LB_P1,LBPL1655,Quercus sp.,11.5
FTC,PL,LB,LB_P1,LBPL1655,Quercus sp.,10.3
FTC,PL,LB,LB_P1,LBPL1655,Fraxinus excelsior,13.2
FTC,PL,LB,LB_P1,LBPL1655,Quercus sp.,12.5
FTC,PL,LB,LB_P1,LBPL1655,Quercus sp.,13.3
FTC,PL,LB,LB_P1,LBPL1655,Quercus sp.,10.7
FTC,PL,LB,LB_P1,LBPL1655,Fraxinus excelsior,9.2
FTC,PL,LB,LB_P1,LBPL1655,Quercus sp.,10.9
FTC,PL,LB,LB_P1,LBPL215,Fraxinus excelsior,7.5
FTC,PL,LB,LB_P1,LBPL215,Fraxinus excelsior,9.5
FTC,PL,LB,LB_P1,LBPL215,Quercus sp.,9
FTC,PL,LB,LB_P1,LBPL215,Fraxinus excelsior,8.3
FTC,PL,LB,LB_P1,LBPL215,Quercus sp.,10.5
FTC,PL,LB,LB_P1,LBPL215,Betula sp.,14.3
FTC,PL,LB,LB_P1,LBPL215,Quercus sp.,12.6
FTC,PL,LB,LB_P1,LBPL215,Quercus sp.,13.8
FTC,PL,LB,LB_P1,LBPL215,Quercus sp.,14.5
FTC,PL,LB,LB_P1,LBPL215,Quercus sp.,8
FTC,PL,LB,LB_P1,LBPL225,Quercus sp.,12
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,11
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,8
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,10.5
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,8.8
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,10.5
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,9
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,8
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,12.3
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,10.1
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,10
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,9.3
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,12.4
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,10.6
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,8.7
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,8
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,10.8
FTC,PL,LB,LB_P1,LBPL2330,Quercus sp.,10.8
FTC,PL,LB,LB_P1,LBPL2430,Quercus sp.,9.3
FTC,PL,LB,LB_P1,LBPL2430,Prunus sp.,11.8
FTC,PL,LB,LB_P1,LBPL2430,Prunus sp.,7.5
FTC,PL,LB,LB_P1,LBPL2430,Prunus sp.,11.5
FTC,PL,LB,LB_P1,LBPL2430,Quercus sp.,14.4
FTC,PL,LB,LB_P1,LBPL2430,Quercus sp.,14
FTC,PL,LB,LB_P1,LBPL2430,Quercus sp.,10.6
FTC,PL,LB,LB_P1,LBPL2430,Quercus sp.,9.5
FTC,PL,LB,LB_P1,LBPL2430,Quercus sp.,18.6
FTC,PL,LB,LB_P1,LBPL2430,Quercus sp.,9.9
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,10.3
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,7
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,12.5
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,9.5
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,8.4
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,8.3
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,10.6
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,8.3
FTC,PL,LB,LB_P1,LBPL2555,Malus sylvestris,11
FTC,PL,LB,LB_P1,LBPL2555,Malus sylvestris,13.5
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,11.8
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,11.5
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,12
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,8.4
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,12.5
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,8.8
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,13.3
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,7.8
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,8
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,12.3
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,13.5
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,10.1
FTC,PL,LB,LB_P1,LBPL2555,Quercus sp.,9.6
FTC,PL,LB,LB_P1,LBPL2655,Quercus sp.,12
FTC,PL,LB,LB_P1,LBPL2655,Quercus sp.,15
FTC,PL,LB,LB_P1,LBPL2655,Betula sp.,12.4
FTC,PL,LB,LB_P1,LBPL2655,Fraxinus excelsior,8.5
FTC,PL,LB,LB_P1,LBPL2655,Fraxinus excelsior,7
FTC,PL,LB,LB_P1,LBPL2655,Quercus sp.,13.3
FTC,PL,LB,LB_P1,LBPL2655,Quercus sp.,8
FTC,PL,LB,LB_P1,LBPL2655,Betula sp.,11.5
FTC,PL,LB,LB_P1,LBPL2655,Betula sp.,10
FTC,PL,LB,LB_P1,LBPL2655,Prunus sp.,8.7
FTC,Mature,MG,MG_M1,MGMature125,Quercus sp.,35.7
FTC,Mature,MG,MG_M1,MGMature125,Prunus spinosa,12.5
FTC,Mature,MG,MG_M1,MGMature1430,Quercus sp.,40.6
FTC,Mature,MG,MG_M1,MGMature1430,Corylus avellana,8.6
FTC,Mature,MG,MG_M1,MGMature1430,Corylus avellana,10.2
FTC,Mature,MG,MG_M1,MGMature1430,Corylus avellana,8.2
FTC,Mature,MG,MG_M1,MGMature1430,Corylus avellana,7
FTC,Mature,MG,MG_M1,MGMature1655,Quercus sp.,24.9
FTC,Mature,MG,MG_M1,MGMature1655,Corylus avellana,8.6
FTC,Mature,MG,MG_M1,MGMature1655,Corylus avellana,10.3
FTC,Mature,MG,MG_M1,MGMature1655,Betula sp.,8
FTC,Mature,MG,MG_M1,MGMature1655,Betula sp.,8.8
FTC,Mature,MG,MG_M1,MGMature1655,Betula sp.,7.2
FTC,Mature,MG,MG_M1,MGMature1655,Betula sp.,7.3
FTC,Mature,MG,MG_M1,MGMature1555,Betula sp.,32.8
FTC,Mature,MG,MG_M1,MGMature1555,Corylus avellana,9.6
FTC,Mature,MG,MG_M1,MGMature1555,Corylus avellana,7.4
FTC,Mature,MG,MG_M1,MGMature1555,Corylus avellana,7.3
FTC,Mature,MG,MG_M1,MGMature1555,Corylus avellana,8.2
FTC,Mature,MG,MG_M1,MGMature1555,Quercus sp.,17.9
FTC,Mature,MG,MG_M1,MGMature1555,Corylus avellana,10
FTC,Mature,MG,MG_M1,MGMature1330,Corylus avellana,12.2
FTC,Mature,MG,MG_M1,MGMature1330,Corylus avellana,10
FTC,Mature,MG,MG_M1,MGMature1330,Quercus sp.,45.9
FTC,Mature,MG,MG_M1,MGMature1330,Quercus sp.,57.1
FTC,Mature,MG,MG_M1,MGMature1330,Corylus avellana,7
