Source,Type,Site,ID,plotID,treeNumber,Species,Latin.name,h.Code,Tree
FTC,PL,DW,DW_P1,DWPL26150,,Bluebell,Hyacinthoides non-scripta,Specialist,0
FTC,PL,DW,DW_P1,DWPL26150,,Bramble,Rubus fruiticosus,Non-woodland,0
FTC,PL,DW,DW_P1,DWPL26150,,Rumex,Rumex sp.,Non-woodland,0
FTC,PL,DW,DW_P1,DWPL26260,,Lords and ladies,Arum maculatum,Specialist,0
FTC,Mature,FF,FF_M1,FFMature1115,,Bramble,Rubus fruiticosus,Non-woodland,0
FTC,Mature,FF,FF_M1,FFMature1115,,N/A,NA,Non-woodland,0
FTC,Mature,FF,FF_M1,FFMature11210,,Lords and ladies,Arum maculatum,Specialist,0
FTC,Mature,FF,FF_M1,FFMature13125,,Lords and ladies,Arum maculatum,Specialist,0
FTC,Mature,FF,FF_M1,FFMature13235,,Rumex,Rumex sp.,Non-woodland,0
FTC,Mature,FF,FF_M1,FFMature13235,,Hairy st. Johns wort,Hypericum hirsutum,Specialist,0
FTC,Mature,FF,FF_M1,FFMature1510,,Beech,Fagus sylvatica,Non-woodland,1
FTC,Mature,FF,FF_M1,FFMature15210,,Honeysuckle,Lonicera periclymenum,Specialist,0
FTC,Mature,FF,FF_M1,FFMature15210,,Ash,Fraxinus excelsior,Non-woodland,1
FTC,Mature,FF,FF_M1,FFMature1210,,Bluebell,Hyacinthoides non-scripta,Specialist,0
FTC,Mature,FF,FF_M1,FFMature12210,,Maple,Acer campestre,Non-woodland,1
FTC,Mature,FF,FF_M1,FFMature12210,,N/A,NA,Non-woodland,0
FTC,Mature,FF,FF_M1,FFMature14125,,Maple,Acer campestre,Non-woodland,1
FTC,Mature,FF,FF_M1,FFMature14235,,Woodruff,Galium odoratum,Specialist,0
FTC,Mature,FF,FF_M1,FFMature14235,,Stickyweed,Galium aparine,Generalist,0
FTC,Mature,FF,FF_M1,FFMature16150,,Bramble,Rubus fruiticosus,Non-woodland,0
FTC,Mature,FF,FF_M1,FFMature16150,,Wood speedwell,Veronica montana,Specialist,0
FTC,Mature,FF,FF_M1,FFMature16260,,Common ragwort,Senecio jacobaea,Non-woodland,0
FTC,Mature,FF,FF_M2,FFMature2110,,Dog violet,Viola riviniana,Specialist,0
FTC,Mature,FF,FF_M2,FFMature2110,,Cocks foot,Dactylis glomerata,Generalist,0
FTC,Mature,FF,FF_M2,FFMature2110,,Perennial ryegrass,Lolium perenne,Non-woodland,0
FTC,Mature,FF,FF_M2,FFMature2110,,Hogweed,Heracleum sphondylium,Generalist,0
FTC,Mature,FF,FF_M2,FFMature2110,,Wood avens,Geum urbanum,Generalist,0
FTC,Mature,FF,FF_M2,FFMature2110,,Stinging nettle,Urtica dioica,Generalist,0
FTC,Mature,FF,FF_M2,FFMature21210,,Ground ivy,Glechoma hederacea,Generalist,0
FTC,Mature,FF,FF_M2,FFMature21210,,Dog violet,Viola riviniana,Specialist,0
FTC,Mature,FF,FF_M2,FFMature21210,,Yellow archangel,Lamium galeobdolon,Non-woodland,0
FTC,Mature,FF,FF_M2,FFMature23235,,Common mouse ear,Cerastium fontanum,Non-woodland,0
FTC,Mature,FF,FF_M2,FFMature23235,,Dogs mercury,Mercurialis perennis,Specialist,0
FTC,Mature,FF,FF_M2,FFMature23235,,Cow parsley,Anthriscus sylvestris,Generalist,0
FTC,Mature,FF,FF_M2,FFMature23125,,Yellow archangel,Lamium galeobdolon,Non-woodland,0
FTC,Mature,FF,FF_M2,FFMature25260,,Bramble,Rubus fruiticosus,Non-woodland,0
FTC,Mature,FF,FF_M2,FFMature25260,,Maple,Acer campestre,Non-woodland,1
FTC,Mature,FF,FF_M2,FFMature25260,,Bugle,Ajuga reptans,Generalist,0
FTC,Mature,FF,FF_M2,FFMature25150,,Dogs mercury,Mercurialis perennis,Specialist,0
FTC,Mature,FF,FF_M2,FFMature25150,,Stinging nettle,Urtica dioica,Generalist,0
FTC,Mature,FF,FF_M2,FFMature25150,,Cranesbill,Geranium sp.,Non-woodland,0
FTC,Mature,FF,FF_M2,FFMature25150,,Cow parsley,Anthriscus sylvestris,Generalist,0
FTC,Mature,FF,FF_M2,FFMature26150,,Wood speedwell,Veronica montana,Specialist,0
FTC,Mature,FF,FF_M2,FFMature26150,,Creeping bent,Agrostis stolonifera,Generalist,0
FTC,Mature,FF,FF_M2,FFMature26150,,Perennial ryegrass,Lolium perenne,Non-woodland,0
FTC,Mature,FF,FF_M2,FFMature26150,,Ash seedling,Fraxinus excelsior,Non-woodland,1
FTC,Mature,FF,FF_M2,FFMature26260,,Dandelion,Taraxacum sp.,Non-woodland,0
FTC,Mature,FF,FF_M2,FFMature26260,,Germander speedwell,Veronica chamaedrys,Generalist,0
FTC,Mature,FF,FF_M2,FFMature26260,,Greater stitchwort,Stellaria holostea,Specialist,0
FTC,Mature,FF,FF_M2,FFMature26260,,Three-nerved sandwort,Moehringia trinervia,Specialist,0
FTC,Mature,FF,FF_M2,FFMature26260,,Lords and ladies,Arum maculatum,Specialist,0
FTC,Mature,FF,FF_M2,FFMature2210,,Ivy,Hedera helix,Generalist,0
FTC,Mature,FF,FF_M2,FFMature2210,,Wood anemone,Anemonoides nemorosa,Non-woodland,0
FTC,Mature,FF,FF_M2,FFMature2210,,Stinging nettle,Urtica dioica,Generalist,0
FTC,Mature,FF,FF_M2,FFMature2210,,N/A,NA,Non-woodland,0
FTC,Mature,FF,FF_M2,FFMature2210,,Ground ivy,Glechoma hederacea,Generalist,0
FTC,Mature,FF,FF_M2,FFMature24125,,Cow parsley,Anthriscus sylvestris,Generalist,0
FTC,Mature,FF,FF_M2,FFMature24125,,Herb robert,Geranium robertianum,Specialist,0
FTC,Mature,FF,FF_M2,FFMature24125,,Wood avens,Geum urbanum,Generalist,0
FTC,Mature,FF,FF_M2,FFMature24125,,Bluebell,Hyacinthoides non-scripta,Specialist,0
FTC,Mature,FF,FF_M2,FFMature24235,,Herb robert,Geranium robertianum,Specialist,0
FTC,Mature,FF,FF_M2,FFMature24235,,Germander speedwell,Veronica chamaedrys,Generalist,0
FTC,Mature,FF,FF_M2,FFMature24235,,Rumex,Rumex sp.,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL2110,,Ivy,Hedera helix,Generalist,0
FTC,PL,FF,FF_P1,FFPL2110,,Lords and ladies,Arum maculatum,Specialist,0
FTC,PL,FF,FF_P1,FFPL2110,,Ash seedling,Fraxinus excelsior,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL2110,,Field maple,Acer campestre,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL2110,,Dog violet,Viola riviniana,Specialist,0
FTC,PL,FF,FF_P1,FFPL2110,,Cocks foot,Dactylis glomerata,Generalist,0
FTC,PL,FF,FF_P1,FFPL2110,,Hawthorn,Crataegus monogyna,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL21210,,Lesser celandine,Ficaria verna,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL21210,,Field maple,Acer campestre,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL21210,,Bramble,Rubus fruiticosus,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL21210,,Hawthorn,Crataegus monogyna,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL21210,,Bramble,Rubus fruiticosus,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL21210,,Honeysuckle,Lonicera periclymenum,Specialist,0
FTC,PL,FF,FF_P1,FFPL21210,,Lords and ladies,Arum maculatum,Specialist,0
FTC,PL,FF,FF_P1,FFPL2210,,Wood avens,Geum urbanum,Generalist,0
FTC,PL,FF,FF_P1,FFPL2210,,Stickyweed,Galium aparine,Generalist,0
FTC,PL,FF,FF_P1,FFPL2210,,Hawthorn,Crataegus monogyna,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL2210,,Maple,Acer campestre,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL22210,,N/A,NA,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL1110,,Bramble,Rubus fruiticosus,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL1110,,Oak,Quercus sp.,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL1110,,Rumex,Rumex sp.,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL11210,,Oak,Quercus sp.,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL1210,,Hawthorn,Crataegus monogyna,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL1210,,St. johns wort,Hypericum perforatum,Generalist,0
FTC,PL,FF,FF_P1,FFPL1210,,Wood melick,Melica uniflora,Specialist,0
FTC,PL,FF,FF_P1,FFPL1210,,Dog violet,Viola riviniana,Specialist,0
FTC,PL,FF,FF_P1,FFPL1210,,Bramble,Rubus fruiticosus,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL1210,,Rumex,Rumex sp.,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL12210,,N/A,NA,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL24235,,Bramble,Rubus fruiticosus,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL24235,,Ash,Fraxinus excelsior,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL24235,,Stickyweed,Galium aparine,Generalist,0
FTC,PL,FF,FF_P1,FFPL24235,,Perennial ryegrass,Lolium perenne,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL24235,,Forget-me-not sp.,Myosotis sp.,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL24235,,Rumex,Rumex sp.,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL24125,,Lesser celandine,Ficaria verna,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL24125,,Dog rose,Rosa canina,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL24125,,Oak,Quercus sp.,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL23125,,Beech,Fagus sylvatica,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL23235,,Bramble,Rubus fruiticosus,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL23235,,Dog rose,Rosa canina,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL23235,,Honeysuckle,Lonicera periclymenum,Specialist,0
FTC,PL,FF,FF_P1,FFPL26150,,Hawthorn,Crataegus monogyna,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL26150,,Hairy st. Johns wort,Hypericum hirsutum,Specialist,0
FTC,PL,FF,FF_P1,FFPL26260,,Oak,Quercus sp.,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL26260,,Wood sedge,Carex sylvatica,Specialist,0
FTC,PL,FF,FF_P1,FFPL26260,,Ash,Fraxinus excelsior,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL25150,,Forget-me-not sp.,Myosotis sp.,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL25150,,Hairy st. Johns wort,Hypericum hirsutum,Specialist,0
FTC,PL,FF,FF_P1,FFPL25150,,Bramble,Rubus fruiticosus,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL25260,,False brome,Brachypodium sylvaticum,Specialist,0
FTC,PL,FF,FF_P1,FFPL25260,,Hairy st. Johns wort,Hypericum hirsutum,Specialist,0
FTC,PL,FF,FF_P1,FFPL13150,,Ivy,Hedera helix,Generalist,0
FTC,PL,FF,FF_P1,FFPL13150,,Wood sedge,Carex sylvatica,Specialist,0
FTC,PL,FF,FF_P1,FFPL13260,,Ash,Fraxinus excelsior,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL14125,,Common mouse ear,Cerastium fontanum,Non-woodland,0
FTC,PL,FF,FF_P1,FFPL14125,,Ash,Fraxinus excelsior,Non-woodland,1
FTC,PL,FF,FF_P1,FFPL14235,,N/A,NA,Non-woodland,0
FTC,Mature,FL,FL_M1,FLMature1110,,Fern,Pteridium sp.,Non-woodland,0
FTC,Mature,FL,FL_M1,FLMature1110,,Honeysuckle,Lonicera periclymenum,Specialist,0
FTC,Mature,FL,FL_M1,FLMature1110,,Maple,Acer campestre,Non-woodland,1
FTC,Mature,FL,FL_M1,FLMature1110,,Wood sorrel,Oxalis acetosella,Specialist,0
FTC,Mature,FL,FL_M1,FLMature11210,,Maple,Acer campestre,Non-woodland,1
FTC,Mature,FL,FL_M1,FLMature11210,,Wood spurge,Euphorbia amygdaloides,Specialist,0
FTC,Mature,FL,FL_M1,FLMature1210,,Pendulous sedge,Carex pendula,Specialist,0
FTC,Mature,FL,FL_M1,FLMature12210,,Bluebell,Hyacinthoides non-scripta,Specialist,0
FTC,Mature,FL,FL_M1,FLMature12210,,Ash,Fraxinus excelsior,Non-woodland,1
FTC,Mature,FL,FL_M1,FLMature12210,,Wood spurge,Euphorbia amygdaloides,Specialist,0
FTC,Mature,FL,FL_M1,FLMature13125,,Bramble,Rubus fruiticosus,Non-woodland,0
FTC,Mature,FL,FL_M1,FLMature13125,,Hawthorn,Crataegus monogyna,Non-woodland,1
FTC,Mature,FL,FL_M1,FLMature13125,,Stickyweed,Galium aparine,Generalist,0
FTC,Mature,FL,FL_M1,FLMature13235,,Honeysuckle,Lonicera periclymenum,Specialist,0
FTC,Mature,FL,FL_M1,FLMature14125,,Dogs mercury,Mercurialis perennis,Specialist,0
FTC,Mature,FL,FL_M1,FLMature14125,,Fern,Pteridium sp.,Non-woodland,0
FTC,Mature,FL,FL_M1,FLMature14125,,Wood anemone,Anemonoides nemorosa,Non-woodland,0
FTC,Mature,FL,FL_M1,FLMature14125,,Rumex,Rumex sp.,Non-woodland,0
FTC,Mature,FL,FL_M1,FLMature14235,,Perennial ryegrass,Lolium perenne,Non-woodland,0
FTC,Mature,FL,FL_M1,FLMature14235,,Enchanters nightshade,Circaea lutetiana,Generalist,0
FTC,Mature,FL,FL_M1,FLMature14235,,Honeysuckle,Lonicera periclymenum,Specialist,0
FTC,Mature,FL,FL_M1,FLMature14235,,Wood avens,Geum urbanum,Generalist,0
FTC,Mature,FL,FL_M1,FLMature14235,,Lords and ladies,Arum maculatum,Specialist,0
FTC,Mature,FL,FL_M1,FLMature14235,,Meadow buttercup,Ranunculus acris,Non-woodland,0
FTC,Mature,FL,FL_M1,FLMature15150,,Lords and ladies,Arum maculatum,Specialist,0
FTC,Mature,FL,FL_M1,FLMature15260,,Lemon balm,Melissa officinalis,Non-woodland,0
FTC,Mature,FL,FL_M1,FLMature15260,,Enchanters nightshade,Circaea lutetiana,Generalist,0
FTC,Mature,FL,FL_M1,FLMature15260,,Black bryony,Tamus communis,Specialist,0
FTC,Mature,FL,FL_M1,FLMature16150,,Yellow archangel,Lamium galeobdolon,Non-woodland,0
FTC,Mature,FL,FL_M1,FLMature16260,,N/A,NA,Non-woodland,0
FTC,Mature,FL,FL_M1,FLMature1110,,Bedstraw,Gallium sp,Non-woodland,0
FTC,Mature,FL,FL_M2,FLMature2210,,Hawthorn,Crataegus monogyna,Non-woodland,1
FTC,Mature,FL,FL_M2,FLMature2210,,Ash,Fraxinus excelsior,Non-woodland,1
FTC,Mature,FL,FL_M2,FLMature2210,,Dog rose,Rosa canina,Non-woodland,0
FTC,Mature,FL,FL_M2,FLMature2210,,Creeping buttercup,Ranunculus repens,Generalist,0
FTC,Mature,FL,FL_M2,FLMature2210,,Ivy,Hedera helix,Generalist,0
FTC,Mature,FL,FL_M2,FLMature22210,,Creeping bent,Agrostis stolonifera,Generalist,0
FTC,Mature,FL,FL_M2,FLMature23125,,Stickyweed,Galium aparine,Generalist,0
FTC,Mature,FL,FL_M2,FLMature23235,,Maple,Acer campestre,Non-woodland,1
FTC,Mature,FL,FL_M2,FLMature23335,,Black bryony,Tamus communis,Specialist,0
FTC,Mature,FL,FL_M2,FLMature21125,,Stickyweed,Galium aparine,Generalist,0
FTC,Mature,FL,FL_M2,FLMature21125,,False brome,Brachypodium sylvaticum,Specialist,0
FTC,Mature,FL,FL_M2,FLMature21125,,Bluebell,Hyacinthoides non-scripta,Specialist,0
FTC,Mature,FL,FL_M2,FLMature21125,,Maple,Acer campestre,Non-woodland,1
FTC,Mature,FL,FL_M2,FLMature21235,,Red campion,Silene dioica,Specialist,0
FTC,Mature,FL,FL_M2,FLMature21235,,Lords and ladies,Arum maculatum,Specialist,0
FTC,Mature,FL,FL_M2,FLMature24125,,Maple,Acer campestre,Non-woodland,1
FTC,Mature,FL,FL_M2,FLMature24125,,Stickyweed,Galium aparine,Generalist,0
FTC,Mature,FL,FL_M2,FLMature24125,,Dogs mercury,Mercurialis perennis,Specialist,0
FTC,Mature,FL,FL_M2,FLMature24235,,Three-nerved sandwort,Moehringia trinervia,Specialist,0
FTC,Mature,FL,FL_M2,FLMature24235,,Bluebell,Hyacinthoides non-scripta,Specialist,0
FTC,Mature,FL,FL_M2,FLMature3110,,Black bryony,Tamus communis,Specialist,0
FTC,Mature,FL,FL_M2,FLMature3110,,Creeping bent,Agrostis stolonifera,Generalist,0
FTC,Mature,FL,FL_M2,FLMature3110,,Stinging nettle,Urtica dioica,Generalist,0
FTC,Mature,FL,FL_M2,FLMature3110,,Yorkshire fog,Holcus lanatus,Generalist,0
FTC,Mature,FL,FL_M2,FLMature31210,,Rumex,Rumex sp.,Non-woodland,0
FTC,Mature,FL,FL_M2,FLMature31210,,Wood avens,Geum urbanum,Generalist,0
FTC,Mature,FL,FL_M2,FLMature31210,,Hawthorn,Crataegus monogyna,Non-woodland,1
FTC,Mature,FL,FL_M2,FLMature31210,,Nipplewort,Lapsana communis,Generalist,0
FTC,Mature,FL,FL_M2,FLMature3210,,Common ragwort,Senecio jacobaea,Non-woodland,0
FTC,Mature,FL,FL_M2,FLMature3210,,Yorkshire fog,Holcus lanatus,Generalist,0
FTC,Mature,FL,FL_M2,FLMature3210,,Foxglove,Digitalis purpurea,Generalist,0
FTC,Mature,FL,FL_M2,FLMature32210,,Yorkshire fog,Holcus lanatus,Generalist,0
FTC,Mature,FL,FL_M2,FLMature33125,,False brome,Brachypodium sylvaticum,Specialist,0
FTC,Mature,FL,FL_M2,FLMature33125,,Stinging nettle,Urtica dioica,Generalist,0
FTC,Mature,FL,FL_M2,FLMature33125,,Rumex,Rumex sp.,Non-woodland,0
FTC,Mature,FL,FL_M2,FLMature33125,,Elder,Sambucus nigra,Non-woodland,1
FTC,Mature,FL,FL_M2,FLMature33235,,Rumex,Rumex sp.,Non-woodland,0
FTC,Mature,FL,FL_M2,FLMature33235,,Stinging nettle,Urtica dioica,Generalist,0
FTC,Mature,FL,FL_M2,FLMature34125,,Rumex,Rumex sp.,Non-woodland,0
FTC,Mature,FL,FL_M2,FLMature34235,,N/A,NA,Non-woodland,0
FTC,Mature,FL,FL_M4,FLMature4110,,Cocks foot,Dactylis glomerata,Generalist,0
FTC,Mature,FL,FL_M4,FLMature4110,,Selfheal,Prunella vulgaris,Generalist,0
FTC,Mature,FL,FL_M4,FLMature4110,,Common chickweed,Stellaria media,Generalist,0
FTC,Mature,FL,FL_M4,FLMature4110,,Marsh stitchwort,Stellaria palustris,Non-woodland,0
FTC,Mature,FL,FL_M4,FLMature4110,,Creeping buttercup,Ranunculus repens,Generalist,0
FTC,Mature,FL,FL_M4,FLMature41210,,Stickyweed,Galium aparine,Generalist,0
FTC,Mature,FL,FL_M4,FLMature4210,,Ash,Fraxinus excelsior,Non-woodland,1
FTC,Mature,FL,FL_M4,FLMature4210,,Rumex,Rumex sp.,Non-woodland,0
FTC,Mature,FL,FL_M4,FLMature4210,,Creeping buttercup,Ranunculus repens,Generalist,0
FTC,Mature,FL,FL_M4,FLMature4210,,Marsh stitchwort,Stellaria palustris,Non-woodland,0
FTC,Mature,FL,FL_M4,FLMature42210,,Dogs mercury,Mercurialis perennis,Specialist,0
FTC,Mature,FL,FL_M4,FLMature43125,,Wood speedwell,Veronica montana,Specialist,0
FTC,Mature,FL,FL_M4,FLMature43125,,Dogs mercury,Mercurialis perennis,Specialist,0
FTC,Mature,FL,FL_M4,FLMature43125,,Sweet chestnut,Castanea sativa,Non-woodland,1
FTC,Mature,FL,FL_M4,FLMature43235,,Meadow buttercup,Ranunculus acris,Non-woodland,0
FTC,Mature,FL,FL_M4,FLMature43235,,Yorkshire fog,Holcus lanatus,Generalist,0
FTC,Mature,FL,FL_M4,FLMature43235,,Dogs mercury,Mercurialis perennis,Specialist,0
FTC,Mature,FL,FL_M4,FLMature43235,,Spear thistle,Cirsium vulgare,Generalist,0
FTC,Mature,FL,FL_M4,FLMature43235,,Square-stalked willowherb,Epilobium tetragonum,Generalist,0
FTC,Mature,FL,FL_M4,FLMature43235,,Germander speedwell,Veronica chamaedrys,Generalist,0
FTC,Mature,FL,FL_M4,FLMature44125,,Hazel,Corylus avellana,Non-woodland,1
FTC,Mature,FL,FL_M4,FLMature44125,,Three-nerved sandwort,Moehringia trinervia,Specialist,0
FTC,Mature,FL,FL_M4,FLMature44125,,Fern,Pteridium sp.,Non-woodland,0
FTC,Mature,FL,FL_M4,FLMature44235,,Rough meadow grass,Poa trivalis,Non-woodland,0
FTC,Mature,FL,FL_M4,FLMature45150,,Golden ragwort,Sencio sp.,Non-woodland,0
FTC,Mature,FL,FL_M4,FLMature45150,,Wood speedwell,Veronica montana,Specialist,0
FTC,Mature,FL,FL_M4,FLMature45260,,False brome,Brachypodium sylvaticum,Specialist,0
FTC,Mature,FL,FL_M4,FLMature45260,,Spear thistle,Cirsium vulgare,Generalist,0
FTC,Mature,FL,FL_M4,FLMature45260,,Field forget-me-not,Myosotis arvensis,Generalist,0
FTC,Mature,FL,FL_M4,FLMature46150,,Oak,Quercus sp.,Non-woodland,1
FTC,Mature,FL,FL_M4,FLMature46150,,Lords and ladies,Arum maculatum,Specialist,0
FTC,Mature,FL,FL_M4,FLMature46260,,Creeping buttercup,Ranunculus repens,Generalist,0
FTC,Mature,FL,FL_M4,FLMature46260,,Rumex,Rumex sp.,Non-woodland,0
FTC,Mature,FL,FL_M4,FLMature46260,,Three-nerved sandwort,Moehringia trinervia,Specialist,0
FTC,Mature,FL,FL_M4,FLMature46260,,Wood speedwell,Veronica montana,Specialist,0
FTC,Mature,FL,FL_M4,FLMature46260,,Groundsel,Senecio sp.,Non-woodland,0
FTC,PL,FL,FL_P1,FLPL1110,,Creeping buttercup,Ranunculus repens,Generalist,0
FTC,PL,FL,FL_P1,FLPL1110,,Bramble,Rubus fruiticosus,Non-woodland,0
FTC,PL,FL,FL_P1,FLPL1110,,Ground ivy,Glechoma hederacea,Generalist,0
FTC,PL,FL,FL_P1,FLPL1110,,Dandelion,Taraxacum sp.,Non-woodland,0
FTC,PL,FL,FL_P1,FLPL1110,,Soft rush,Juncus effusus,Generalist,0
FTC,PL,FL,FL_P1,FLPL1110,,Wood sedge,Carex sylvatica,Specialist,0
FTC,PL,FL,FL_P1,FLPL1110,,Bugle,Ajuga reptans,Generalist,0
FTC,PL,FL,FL_P1,FLPL11210,,Pendulous sedge,Carex pendula,Specialist,0
FTC,PL,FL,FL_P1,FLPL11210,,Enchanters nightshade,Circaea lutetiana,Generalist,0
FTC,PL,FL,FL_P1,FLPL11210,,Dog violet,Viola riviniana,Specialist,0
FTC,PL,FL,FL_P1,FLPL1210,,Cuckoo flower,Cardamine pratensis,Generalist,0
FTC,PL,FL,FL_P1,FLPL12210,,Rumex,Rumex sp.,Non-woodland,0
FTC,PL,FL,FL_P1,FLPL23125,,Sweet vernal grass,Anthoxanthum odoratum,Generalist,0
FTC,PL,FL,FL_P1,FLPL23125,,Enchanters nightshade,Circaea lutetiana,Generalist,0
FTC,PL,FL,FL_P1,FLPL23125,,Creeping buttercup,Ranunculus repens,Generalist,0
FTC,PL,FL,FL_P1,FLPL23125,,Fern,Pteridium sp.,Non-woodland,0
FTC,PL,FL,FL_P1,FLPL23125,,Stickyweed,Galium aparine,Generalist,0
FTC,PL,FL,FL_P1,FLPL23235,,N/A,NA,Non-woodland,0
FTC,PL,FL,FL_P1,FLPL13125,,Pendulous sedge,Carex pendula,Specialist,0
FTC,PL,FL,FL_P1,FLPL13235,,Wood sedge,Carex sylvatica,Specialist,0
FTC,PL,FL,FL_P1,FLPL13235,,Soft rush,Juncus effusus,Generalist,0
FTC,PL,FL,FL_P1,FLPL13235,,Lords and ladies,Arum maculatum,Specialist,0
FTC,PL,FL,FL_P1,FLPL14125,,Early purple orchid,Orchis mascula,Specialist,0
FTC,PL,FL,FL_P1,FLPL14125,,Rumex,Rumex sp.,Non-woodland,0
FTC,PL,FL,FL_P1,FLPL14125,,Lords and ladies,Arum maculatum,Specialist,0
FTC,PL,FL,FL_P1,FLPL14125,,Soft rush,Juncus effusus,Generalist,0
FTC,PL,FL,FL_P1,FLPL14125,,Maple seedling,Acer campestre,Non-woodland,1
FTC,PL,FL,FL_P1,FLPL14235,,Imperforate st. Johns wort,Hypericum maculatum,Generalist,0
FTC,PL,FL,FL_P1,FLPL15150,,Common chickweed,Stellaria media,Generalist,0
FTC,PL,FL,FL_P1,FLPL15150,,Rumex,Rumex sp.,Non-woodland,0
FTC,PL,FL,FL_P1,FLPL15150,,False brome,Brachypodium sylvaticum,Specialist,0
FTC,PL,FL,FL_P1,FLPL15260,,Stickyweed,Galium aparine,Generalist,0
FTC,PL,FL,FL_P1,FLPL15260,,Hawthorn,Crataegus monogyna,Non-woodland,1
FTC,PL,FL,FL_P1,FLPL16150,,Stickyweed,Galium aparine,Generalist,0
FTC,PL,FL,FL_P1,FLPL16150,,Imperforate st. Johns wort,Hypericum maculatum,Generalist,0
FTC,PL,FL,FL_P1,FLPL16150,,Maple seedling,Acer campestre,Non-woodland,1
FTC,PL,FL,FL_P1,FLPL16150,,Early purple orchid,Orchis mascula,Specialist,0
FTC,PL,FL,FL_P1,FLPL16260,,Broad-leaved willowherb,Epilobium montanum,Generalist,0
FTC,PL,FL,FL_P1,FLPL16260,,Imperforate st. Johns wort,Hypericum maculatum,Generalist,0
FTC,PL,FL,FL_P1,FLPL16260,,Cuckoo flower,Cardamine pratensis,Generalist,0
FTC,PL,FL,FL_P1,FLPL2110,,N/A,NA,Non-woodland,0
FTC,PL,FL,FL_P1,FLPL21210,,Yorkshire fog,Holcus lanatus,Generalist,0
FTC,PL,FL,FL_P1,FLPL21210,,Hawthorn,Crataegus monogyna,Non-woodland,1
FTC,PL,FL,FL_P1,FLPL21210,,Perennial ryegrass,Lolium perenne,Non-woodland,0
FTC,PL,FL,FL_P1,FLPL21210,,Ash,Fraxinus excelsior,Non-woodland,1
FTC,PL,FL,FL_P1,FLPL21210,,Maple,Acer campestre,Non-woodland,1
FTC,PL,FL,FL_P1,FLPL2210,,Broad-leaved willowherb,Epilobium montanum,Generalist,0
FTC,PL,FL,FL_P1,FLPL2210,,Rumex,Rumex sp.,Non-woodland,0
FTC,PL,FL,FL_P1,FLPL2210,,Stickyweed,Galium aparine,Generalist,0
FTC,PL,FL,FL_P1,FLPL2210,,Wood speedwell,Veronica montana,Specialist,0
FTC,PL,FL,FL_P1,FLPL2210,,Hairy brome,Bromopsis ramosa,Specialist,0
FTC,PL,FL,FL_P1,FLPL22210,,Maple,Acer campestre,Non-woodland,1
FTC,PL,FL,FL_P1,FLPL24125,,Lords and ladies,Arum maculatum,Specialist,0
FTC,PL,FL,FL_P1,FLPL24125,,Maple,Acer campestre,Non-woodland,1
FTC,PL,FL,FL_P1,FLPL24125,,Stinging nettle,Urtica dioica,Generalist,0
FTC,PL,FL,FL_P1,FLPL24235,,Rumex,Rumex sp.,Non-woodland,0
FTC,PL,FL,FL_P1,FLPL25150,,Rumex,Rumex sp.,Non-woodland,0
FTC,PL,FL,FL_P1,FLPL25150,,Enchanters nightshade,Circaea lutetiana,Generalist,0
FTC,PL,FL,FL_P1,FLPL25150,,Stickyweed,Galium aparine,Generalist,0
FTC,PL,FL,FL_P1,FLPL25150,,Creeping buttercup,Ranunculus repens,Generalist,0
