ID,siteEffCan,mean10mEffCan,sd10mEffCan,mean30mEffCan,sd30mEffCan,site_area,gap_prop,patch_den,np,pd,ta,area_mn,area_sd,para_mn,para_sd,ai,cohesion,glcmCorrelation_mean,glcmCorrelation_sd,glcmContrast_mean,glcmContrast_sd,glcmEntropy_mean,glcmEntropy_sd,siteEffStories,mean10mEffStories,sd10mEffStories,mean30mEffStories,sd30mEffStories
186253,3.36,1.69,1.05,2.16,1.32,0.6940702404205785,0.04135028175622249,8.64465820687578,6,20905.923344947732,0.028700000000000003,0.004783333333333334,0.009856453046946791,1.6978517243577484,0.6220125583157847,87.9403291605895,97.30506533012479,0.38,0.27,4.84,3.09,2.89,0.32,3.92,3.21,0.81,3.58,0.57
186449,3.57,1.92,1.27,2.55,1.64,0.810409754885058,0.2592515683992463,23.44493003134545,19,9043.312708234174,0.2101,0.011057894736842105,0.020253979466033984,1.1816594542038608,0.6067762968891963,89.33487547735103,96.4199419238903,0.41,0.29,8.03,8.05,2.55,0.91,3.92,3.21,0.81,3.58,0.57
186460,3.65,1.54,0.87,2,1.12,2.17122677129035,0.010316748253195028,5.0662603029082725,11,49107.142857142855,0.0224,0.0020363636363636365,0.003416218004540321,1.9118243825140375,1.1763740557868725,94.33291492625865,88.64067545226767,0.39,0.28,5,4.81,2.69,0.58,3.92,3.21,0.81,3.58,0.57
186969,3.42,1.47,0.91,1.82,1.18,1.3784518458282575,0.1141135256019659,11.607224473181526,16,10171.646535282898,0.15730000000000002,0.009831250000000001,0.02708009647324027,1.7396182040437063,0.8281678313333669,89.62842732509638,97.87173252466033,0.36,0.27,3.66,3.47,2.59,0.61,3.92,3.21,0.81,3.58,0.57
187270,3.54,1.51,0.86,1.77,1.01,2.029602491220337,0.004927073179727578,1.9708292718910314,4,40000,0.01,0.0025,0.003297473780537661,1.4554054054054053,0.6717127025086456,95.61488511488513,92.63467372445301,0.31,0.27,5.45,4.77,2.74,0.45,3.92,3.21,0.81,3.58,0.57
187818,3.84,2.08,1.39,2.57,1.58,2.0862592462428733,0.2602265279244198,27.32162846139607,57,10499.171118069626,0.5429,0.009524561403508772,0.023209167529092543,1.242364589274245,0.5676787872594574,91.32279245162283,95.83960546123205,0.37,0.29,8.15,7.82,2.58,0.92,3.92,3.21,0.81,3.58,0.57
187943,4.16,2.03,1.33,2.34,1.54,4.674481946695602,0.19548690323768747,22.034527285491144,103,11271.613044429852,0.9138000000000001,0.008871844660194176,0.024200431115410145,1.3656346941539437,0.8059959934018074,91.3791015891537,95.53718939872181,0.38,0.28,9.23,8.13,2.78,0.75,3.92,3.21,0.81,3.58,0.57
188912,3.47,1.55,0.9,2.05,1.15,2.6644203616112585,0.00615518490861645,3.002529223715341,8,48780.487804878045,0.0164,0.00205,0.002391054758290336,1.803674320605435,1.0868551497422834,90.36660966159718,89.0136636497966,0.4,0.27,6.02,5.26,2.86,0.41,3.92,3.21,0.81,3.58,0.57
189455,4.42,1.27,0.74,1.46,1,11.241089651530423,0.10559474542028899,13.432861464586045,151,12721.145745577083,1.187,0.00786092715231788,0.027227483599015497,1.4338046628034666,0.8633241521097424,90.76820548740884,95.47263795599099,0.39,0.28,4.04,4.34,2.53,0.7,3.92,3.21,0.81,3.58,0.57
189594,3.94,1.61,0.96,1.99,1.12,5.15585882809491,0.011811805177470802,4.07303626809338,21,34482.75862068965,0.0609,0.0029000000000000002,0.004690309158253857,1.4806247506070305,0.4962541232414351,90.98995012781633,90.16599182904059,0.44,0.27,8.43,10,2.87,0.46,3.92,3.21,0.81,3.58,0.57
189646,4.52,1.51,1.03,1.73,1.28,19.81614535344243,0.26850327877089863,14.68499523038914,291,5469.2051797695785,5.3207,0.018284192439862543,0.11673226908533525,1.2168290561759285,0.5466661214376467,92.7967019105958,98.36454504707905,0.36,0.28,3.9,4.07,2.35,0.92,3.92,3.21,0.81,3.58,0.57
189934,4.13,1.39,0.93,1.63,1.21,3.5440628264846747,0.24833081214673716,20.033504899918572,71,8067.265083513236,0.8801000000000001,0.012395774647887325,0.027098800377347854,1.2990112552705688,0.7051471665241649,88.45209405145809,96.2483511631072,0.4,0.28,5.4,4.96,2.63,0.81,3.92,3.21,0.81,3.58,0.57
190325,4.4,1.2,0.65,1.41,0.94,2.5891718502556906,0.02738327314697105,8.496925377057307,22,31029.6191819464,0.0709,0.003222727272727273,0.003187614695330577,1.218255096753357,0.38115971698860346,91.59317984470047,88.3565963107391,0.51,0.28,4.21,3.92,2.81,0.43,3.92,3.21,0.81,3.58,0.57
190457,4.18,1.59,0.83,1.94,1.05,13.470345518286432,0.008663474878322606,4.305754438240884,58,49700.08568980291,0.11670000000000001,0.0020120689655172413,0.001886152454834872,1.406406327877009,0.4228511580874158,90.95916854393856,82.93259936692647,0.41,0.27,4.43,4.72,2.69,0.49,3.92,3.21,0.81,3.58,0.57
190783,4.56,1.95,1.27,2.15,1.48,2.4259464870566503,0.15396052715621097,30.09134801178956,73,19544.84605087015,0.3735,0.005116438356164384,0.012447858067629216,1.3514461293703697,0.7107152213451798,91.57224910122119,92.8791958507179,0.43,0.28,5.74,4.07,2.8,0.68,3.92,3.21,0.81,3.58,0.57
