"","level","site_id","area","perim","para"
"2023","patch","CH-EW-0510-LANG",0.0011,16,1.45454545454545
"2024","patch","CH-EW-0510-LANG",0.0177,122,0.689265536723164
"2025","patch","CH-EW-0510-LANG",0.0013,16,1.23076923076923
"2026","patch","CH-EW-0510-LANG",0.0014,20,1.42857142857143
"2027","patch","CH-EW-0510-LANG",0.0032,28,0.875
"2028","patch","CH-EW-0510-LANG",0.0018,24,1.33333333333333
"2029","patch","CH-EW-0510-LANG",0.0078,48,0.615384615384615
"2030","patch","CH-EW-0510-LANG",7e-04,12,1.71428571428571
"2031","patch","CH-EW-0510-LANG",0.0112,70,0.625
"2032","patch","CH-EW-0510-LANG",8e-04,12,1.5
"2033","patch","CH-EW-0510-LANG",0.0296,140,0.472972972972973
"2034","patch","CH-EW-0510-LANG",0.0027,30,1.11111111111111
"2035","patch","CH-EW-0510-LANG",5e-04,10,2
"2036","patch","CH-EW-0510-LANG",5e-04,12,2.4
"2037","patch","CH-EW-0510-LANG",0.0011,16,1.45454545454545
"2038","patch","CH-EW-0510-LANG",5e-04,10,2
"2039","patch","CH-EW-0510-LANG",0.0134,70,0.522388059701492
"2040","patch","CH-EW-0510-LANG",0.0013,18,1.38461538461538
"2041","patch","CH-EW-0510-LANG",0.0114,60,0.526315789473684
"2042","patch","CH-EW-0510-LANG",0.0094,52,0.553191489361702
"2043","patch","CH-EW-0510-LANG",0.0032,28,0.875
"2044","patch","CH-EW-0510-LANG",0.0016,20,1.25
"2045","patch","CH-EW-0510-LANG",0.0024,26,1.08333333333333
"2046","patch","CH-EW-0510-LANG",0.0882,270,0.306122448979592
"2047","patch","CH-EW-0510-LANG",0.0073,52,0.712328767123288
"2048","patch","CH-EW-0510-LANG",0.0104,60,0.576923076923077
"2049","patch","CH-EW-0510-LANG",0.0017,22,1.29411764705882
"2050","patch","CH-EW-0510-LANG",0.0054,46,0.851851851851852
"2051","patch","CH-EW-0510-LANG",0.012,70,0.583333333333333
"2052","patch","CH-EW-0510-LANG",6e-04,12,2
"2053","patch","CH-EW-0510-LANG",0.0057,38,0.666666666666667
"2054","patch","CH-EW-0510-LANG",0.0014,18,1.28571428571429
"2055","patch","CH-EW-0510-LANG",0.0121,86,0.710743801652893
"2056","patch","CH-EW-0510-LANG",5e-04,10,2
"2057","patch","CH-EW-0510-LANG",0.0036,28,0.777777777777778
"2058","patch","CH-EW-0510-LANG",0.0013,20,1.53846153846154
"2059","patch","CH-EW-0510-LANG",0.0054,36,0.666666666666667
"2060","patch","CH-EW-0510-LANG",0.0369,144,0.390243902439024
"2061","patch","CH-EW-0510-LANG",0.0012,16,1.33333333333333
"2062","patch","CH-EW-0510-LANG",0.0064,56,0.875
"2063","patch","CH-EW-1020-HEAR",0.005,46,0.92
"2064","patch","CH-EW-1020-HEAR",1.8516,4318,0.233203715705336
"2065","patch","CH-EW-1020-HEAR",0.0059,60,1.01694915254237
"2066","patch","CH-EW-1020-HEAR",5e-04,12,2.4
"2067","patch","CH-EW-1020-HEAR",0.0078,90,1.15384615384615
"2068","patch","CH-EW-1020-HEAR",3e-04,8,2.66666666666667
"2069","patch","CH-EW-1020-HEAR",0.0017,22,1.29411764705882
"2070","patch","CH-EW-1020-HEAR",2e-04,8,4
"2071","patch","CH-EW-1020-HEAR",5e-04,14,2.8
"2072","patch","CH-EW-1020-HEAR",0.0097,74,0.762886597938144
"2073","patch","CH-EW-1020-HEAR",6e-04,12,2
"2074","patch","CH-EW-1020-HEAR",0.0053,66,1.24528301886792
"2075","patch","CH-EW-1020-HEAR",0.0108,62,0.574074074074074
"2076","patch","CH-EW-1020-HEAR",0.025,220,0.88
"2077","patch","CH-EW-1020-HEAR",0.001,14,1.4
"2078","patch","CH-EW-1020-HEAR",0.0075,72,0.96
"2079","patch","CH-EW-1020-HEAR",8e-04,16,2
"2080","patch","CH-EW-1020-HEAR",2e-04,6,3
"2081","patch","CH-EW-1020-HEAR",1e-04,4,4
"2082","patch","CH-EW-1020-HEAR",0.8462,1574,0.186008035925313
"2083","patch","CH-EW-1020-HEAR",0.0043,34,0.790697674418605
"2084","patch","CH-EW-1020-HEAR",0.0011,18,1.63636363636364
"2085","patch","CH-EW-1020-HEAR",0.0022,26,1.18181818181818
"2086","patch","CH-EW-1020-HEAR",0.0049,52,1.06122448979592
"2087","patch","CH-EW-1020-HEAR",0.0032,26,0.8125
"2088","patch","CH-EW-1020-HEAR",0.0012,22,1.83333333333333
"2089","patch","CH-EW-1020-HEAR",0.0015,20,1.33333333333333
"2090","patch","CH-EW-1020-HEAR",0.0075,48,0.64
"2091","patch","CH-EW-1020-HEAR",0.0013,18,1.38461538461538
"2092","patch","CH-EW-1020-HEAR",0.0025,22,0.88
"2093","patch","CH-EW-1020-HEAR",5e-04,10,2
"2094","patch","CH-EW-1020-HEAR",0.001,14,1.4
"2095","patch","CH-EW-1020-HEAR",0.0011,16,1.45454545454545
"2096","patch","CH-EW-1020-HEAR",0.0012,16,1.33333333333333
"2097","patch","CH-EW-1020-HEAR",0.0014,18,1.28571428571429
"2098","patch","CH-EW-1020-HEAR",0.0727,304,0.418156808803301
"2099","patch","CH-EW-1020-HEAR",0.0017,20,1.17647058823529
"2100","patch","CH-EW-1020-HEAR",5e-04,12,2.4
"2101","patch","CH-EW-1020-HEAR",0.0028,32,1.14285714285714
"2102","patch","CH-EW-1020-HEAR",0.011,76,0.690909090909091
"2103","patch","CH-EW-1020-HEAR",6e-04,10,1.66666666666667
"2104","patch","CH-EW-1020-HEAR",0.0025,26,1.04
"2105","patch","CH-EW-1020-HEAR",0.0049,38,0.775510204081633
"2106","patch","CH-EW-1020-HEAR",0.0318,164,0.515723270440252
"2107","patch","CH-EW-1020-HEAR",7e-04,12,1.71428571428571
"2108","patch","CH-EW-1020-HEAR",0.0017,20,1.17647058823529
"2109","patch","CH-EW-1020-HEAR",0.0071,48,0.676056338028169
"2110","patch","CH-EW-1020-HEAR",8e-04,12,1.5
"2111","patch","CH-EW-1020-HEAR",8e-04,16,2
"2112","patch","CH-EW-1020-HEAR",6e-04,12,2
"2113","patch","CH-EW-1020-HEAR",0.0016,20,1.25
"2114","patch","CH-EW-1020-HEAR",0.0039,42,1.07692307692308
"2115","patch","CH-EW-1020-HEAR",0.0023,24,1.04347826086957
"2116","patch","CH-EW-1020-HEAR",7e-04,12,1.71428571428571
"2117","patch","CH-EW-1020-HEAR",9e-04,14,1.55555555555556
"2118","patch","CH-EW-1020-HEAR",0.0022,22,1
"2119","patch","CH-EW-1020-HEAR",0.0022,26,1.18181818181818
"2120","patch","CH-EW-1020-HEAR",0.002,22,1.1
"2121","patch","CH-EW-1020-HEAR",6e-04,12,2
"2122","patch","CH-EW-1020-HEAR",0.0022,24,1.09090909090909
"2123","patch","CH-EW-1020-HEAR",0.002,24,1.2
"2124","patch","CH-EW-1020-HEAR",0.0035,32,0.914285714285714
"2125","patch","CH-EW-1020-HEAR",0.0026,28,1.07692307692308
"2126","patch","CH-EW-1020-HEAR",5e-04,12,2.4
"2127","patch","CH-EW-1020-HEAR",9e-04,16,1.77777777777778
"2128","patch","CH-EW-1020-HEAR",0.0019,20,1.05263157894737
"2129","patch","CH-EW-1020-HEAR",0.0023,24,1.04347826086957
"2130","patch","CH-EW-1020-HEAR",7e-04,12,1.71428571428571
"2131","patch","CH-EW-1020-HEAR",0.0018,26,1.44444444444444
"2132","patch","CH-EW-1020-HEAR",0.0027,32,1.18518518518519
"2133","patch","CH-EW-1020-HEAR",5e-04,10,2
"2134","patch","CH-EW-1020-HEAR",5e-04,10,2
"2135","patch","CH-EW-1020-HEAR",0.0168,106,0.630952380952381
"2136","patch","CH-EW-1020-HEAR",6e-04,12,2
"2137","patch","CH-EW-1020-HEAR",7e-04,12,1.71428571428571
"2138","patch","CH-EW-1020-HEAR",0.0013,18,1.38461538461538
"2139","patch","CH-EW-1020-HEAR",0.0041,30,0.731707317073171
"2140","patch","CH-EW-1020-HEAR",0.0023,28,1.21739130434783
"2141","patch","CH-EW-1020-HEAR",5e-04,10,2
"2142","patch","CH-EW-1020-HEAR",9e-04,14,1.55555555555556
"2143","patch","CH-EW-1020-HEAR",0.0034,32,0.941176470588235
"2144","patch","CH-EW-1020-HEAR",0.0641,262,0.408736349453978
"2145","patch","CH-EW-1020-HEAR",0.0056,52,0.928571428571429
"2146","patch","CH-EW-1020-HEAR",0.0017,24,1.41176470588235
"2147","patch","CH-EW-1020-HEAR",0.0037,34,0.918918918918919
"2148","patch","CH-EW-1020-HEAR",6e-04,10,1.66666666666667
"2149","patch","CH-EW-1020-HEAR",6e-04,10,1.66666666666667
"2150","patch","CH-EW-1020-HEAR",0.0024,28,1.16666666666667
"2151","patch","CH-EW-1020-HEAR",0.0058,50,0.862068965517241
"2152","patch","CH-EW-1020-HEAR",0.0053,46,0.867924528301887
"2153","patch","CH-EW-1020-HEAR",0.0031,38,1.2258064516129
"2154","patch","CH-EW-1020-HEAR",0.0041,40,0.975609756097561
"2155","patch","CH-EW-1020-HEAR",7e-04,14,2
"2156","patch","CH-EW-1020-HEAR",0.0025,24,0.96
"2157","patch","CH-EW-1020-HEAR",5e-04,10,2
"2158","patch","CH-EW-1020-HEAR",7e-04,12,1.71428571428571
"2159","patch","CH-EW-1020-HEAR",0.0017,20,1.17647058823529
"2160","patch","CH-EW-1020-HEAR",0.0011,16,1.45454545454545
"2161","patch","CH-EW-1020-HEAR",0.0034,40,1.17647058823529
"2162","patch","CH-EW-1020-HUC3",0.0141,82,0.581560283687943
"2163","patch","CH-EW-1020-HUC3",0.0017,22,1.29411764705882
"2164","patch","CH-EW-1020-HUC3",0.0037,34,0.918918918918919
"2165","patch","CH-EW-1020-HUC3",0.0072,62,0.861111111111111
"2166","patch","CH-EW-1020-HUC3",6e-04,12,2
"2167","patch","CH-EW-1020-HUC3",8e-04,14,1.75
"2168","patch","CH-EW-1020-HUC3",9e-04,14,1.55555555555556
"2169","patch","CH-EW-1020-HUC3",8e-04,14,1.75
"2170","patch","CH-EW-1020-HUC3",0.0011,16,1.45454545454545
"2171","patch","CH-EW-1020-HUC3",0.0017,22,1.29411764705882
"2172","patch","CH-EW-1020-HUC3",0.0015,18,1.2
"2173","patch","CH-EW-1020-HUC3",5e-04,10,2
"2174","patch","CH-EW-1020-HUC3",6e-04,10,1.66666666666667
"2175","patch","CH-EW-1020-HUC3",5e-04,10,2
"2176","patch","CH-EW-1020-HUC3",7e-04,12,1.71428571428571
"2177","patch","CH-EW-1020-HUC3",0.0036,38,1.05555555555556
"2178","patch","CH-EW-1020-HUC3",0.0012,16,1.33333333333333
"2179","patch","CH-EW-1020-HUC3",0.0017,20,1.17647058823529
"2180","patch","CH-EW-1020-HUC3",6e-04,12,2
"2181","patch","CH-EW-1020-HUC3",0.029,116,0.4
"2182","patch","CH-EW-1020-HUC3",0.001,16,1.6
"2183","patch","CH-EW-1020-HUC3",0.0012,16,1.33333333333333
"2184","patch","CH-EW-1020-HUC3",8e-04,14,1.75
"2185","patch","CH-EW-1020-HUC3",5e-04,12,2.4
"2186","patch","CH-EW-1020-HUC3",0.0042,34,0.809523809523809
"2187","patch","CH-EW-1020-HUC3",6e-04,12,2
"2188","patch","CH-EW-1020-HUC3",0.0015,22,1.46666666666667
"2189","patch","CH-EW-1020-HUC3",0.0012,18,1.5
"2190","patch","CH-EW-1020-HUC3",8e-04,14,1.75
"2191","patch","CH-EW-1020-HUC3",0.001,16,1.6
"2192","patch","CH-EW-3040-HOME",4e-04,12,3
"2193","patch","CH-EW-3040-HOME",1e-04,4,4
"2194","patch","CH-EW-3040-HOME",8e-04,22,2.75
"2195","patch","CH-EW-3040-HOME",0.0083,52,0.626506024096386
"2196","patch","CH-EW-3040-HOME",0.0019,22,1.15789473684211
"2197","patch","CH-EW-3040-HOME",0.0072,54,0.75
"2198","patch","CH-EWNC-0510-SL01",7e-04,14,2
"2199","patch","CH-EWNC-0510-SL01",0.0302,122,0.403973509933775
"2200","patch","CH-EWNC-0510-SL01",1e-04,4,4
"2201","patch","CH-EWNC-0510-SL01",7e-04,12,1.71428571428571
"2202","patch","CH-EWNC-0510-SL01",8e-04,16,2
"2203","patch","CH-EWNC-0510-SL01",0.0015,26,1.73333333333333
"2204","patch","CH-EWNC-0510-SL02",0.0017,36,2.11764705882353
"2205","patch","CH-EWNC-0510-SL02",2e-04,6,3
"2206","patch","CH-EWNC-0510-SL02",8e-04,16,2
"2207","patch","CH-EWNC-0510-SL02",0.0015,20,1.33333333333333
"2208","patch","CH-EWNC-0510-SL02",0.0065,56,0.861538461538462
"2209","patch","CH-EWNC-0510-SL02",0.0018,24,1.33333333333333
"2210","patch","CH-EWNC-0510-SL02",3e-04,8,2.66666666666667
"2211","patch","CH-EWNC-0510-SL02",3e-04,10,3.33333333333333
"2212","patch","CH-EWNC-0510-SL02",0.0024,32,1.33333333333333
"2213","patch","CH-EWNC-0510-SL02",0.0204,126,0.617647058823529
"2214","patch","CH-EWNC-0510-SL02",0.0011,14,1.27272727272727
"2215","patch","CH-EWNC-0510-SL02",0.002,22,1.1
"2216","patch","CH-EWNC-0510-SL02",0.0011,16,1.45454545454545
"2217","patch","CH-EWNC-0510-SL02",5e-04,12,2.4
"2218","patch","CH-EWNC-0510-SL02",7e-04,14,2
"2219","patch","CH-EWNC-0510-SL02",0.0024,22,0.916666666666667
"2220","patch","CH-EWNC-0510-SL02",5e-04,10,2
"2221","patch","CH-EWNC-0510-SL02",7e-04,12,1.71428571428571
"2222","patch","CH-EWNC-0510-SL02",6e-04,12,2
"2223","patch","CH-EWNC-0510-SL02",0.001,18,1.8
"2224","patch","CH-EWNC-0510-SL02",6e-04,14,2.33333333333333
"2225","patch","CH-EWNC-0510-SL02",0.0011,16,1.45454545454545
"2226","patch","CH-EWNC-0510-SL02",8e-04,14,1.75
"2227","patch","CH-EWNC-0510-SL02",0.0037,32,0.864864864864865
"2228","patch","CH-EWNC-0510-SL02",8e-04,12,1.5
"2229","patch","CH-EWNC-0510-SL02",5e-04,10,2
"2230","patch","CH-EWNC-0510-SL02",7e-04,12,1.71428571428571
"2231","patch","CH-EWNC-0510-SL02",5e-04,10,2
"2232","patch","CH-EWNC-0510-SL02",0.0015,20,1.33333333333333
"2233","patch","CH-EWNC-0510-SL02",6e-04,10,1.66666666666667
"2234","patch","CH-EWNC-0510-SL02",0.0031,24,0.774193548387097
"2235","patch","CH-EWNC-0510-SL02",0.0029,28,0.96551724137931
"2236","patch","CH-EWNC-0510-SL02",8e-04,14,1.75
"2237","patch","CH-EWNC-1020-HUC1",0.001,14,1.4
"2238","patch","CH-EWNC-1020-HUC1",0.0297,164,0.552188552188552
"2239","patch","CH-EWNC-2030-BLAC",0.0032,36,1.125
"2240","patch","CH-EWNC-2030-BLAC",0.007,50,0.714285714285714
"2241","patch","CH-EWNC-2030-BLAC",0.0134,94,0.701492537313433
"2242","patch","CH-EWNC-2030-BLAC",9e-04,14,1.55555555555556
"2243","patch","CH-EWNC-2030-BLAC",0.2669,452,0.169351817159985
"2244","patch","CH-EWNC-2030-BLAC",0.0041,34,0.829268292682927
"2245","patch","CH-EWNC-2030-BLAC",6e-04,12,2
"2246","patch","CH-EWNC-2030-BLAC",8e-04,12,1.5
"2247","patch","CH-EWNC-2030-BLAC",8e-04,14,1.75
"2248","patch","CH-EWNC-2030-BLAC",0.002,22,1.1
"2249","patch","CH-EWNC-2030-BLAC",0.0011,14,1.27272727272727
"2250","patch","CH-EWNC-2030-BLAC",0.0016,20,1.25
"2251","patch","CH-EWNC-2030-BLAC",5e-04,10,2
"2252","patch","CH-EWNC-2030-BLAC",0.0011,14,1.27272727272727
"2253","patch","CH-EWNC-2030-BLAC",5e-04,10,2
"2254","patch","CH-EWNC-2030-BLAC",0.0016,18,1.125
"2255","patch","CH-EWNC-2030-BLAC",0.0069,48,0.695652173913043
"2256","patch","CH-EWNC-2030-BLAC",6e-04,10,1.66666666666667
"2257","patch","CH-EWNC-2030-BLAC",0.0104,54,0.519230769230769
"2258","patch","CH-EWNC-2030-BLAC",7e-04,12,1.71428571428571
"2259","patch","CH-EWNC-2030-BLAC",0.0108,60,0.555555555555556
"2260","patch","CH-EWNC-2030-BLAC",9e-04,14,1.55555555555556
"2261","patch","CH-EWNC-2030-BLAC",0.0014,24,1.71428571428571
"2262","patch","CH-EWNC-2030-BLAC",9e-04,14,1.55555555555556
"2263","patch","CH-EWNC-2030-BLAC",0.0024,24,1
"2264","patch","CH-EWNC-2030-BLAC",5e-04,12,2.4
"2265","patch","CH-EWNC-2030-BLAC",0.0018,22,1.22222222222222
"2266","patch","CH-EWNC-2030-BLAC",0.0015,18,1.2
"2267","patch","CH-EWNC-2030-BLAC",0.0016,20,1.25
"2268","patch","CH-EWNC-2030-BLAC",0.0011,16,1.45454545454545
"2269","patch","CH-EWNC-2030-BLAC",0.0028,26,0.928571428571429
"2270","patch","CH-EWNC-2030-BLAC",8e-04,14,1.75
"2271","patch","CH-EWNC-2030-BLAC",0.001,14,1.4
"2272","patch","CH-EWNC-2030-BLAC",0.0021,24,1.14285714285714
"2273","patch","CH-EWNC-2030-BLAC",0.0011,16,1.45454545454545
"2274","patch","CH-EWNC-2030-BLAC",6e-04,12,2
"2275","patch","CH-EWNC-2030-BLAC",0.0011,16,1.45454545454545
"2276","patch","CH-EWNC-2030-BLAC",8e-04,14,1.75
"2277","patch","CH-EWNC-2030-BLAC",0.0023,24,1.04347826086957
"2278","patch","CH-EWNC-2030-BLAC",0.0017,26,1.52941176470588
"2279","patch","CH-EWNC-2030-BLAC",6e-04,12,2
"2280","patch","CH-EWNC-2030-BLAC",8e-04,14,1.75
"2281","patch","CH-EWNC-2030-BLAC",5e-04,10,2
"2282","patch","CH-EWNC-2030-BLAC",6e-04,12,2
"2283","patch","CH-EWNC-2030-BLAC",0.0013,20,1.53846153846154
"2284","patch","CH-EWNC-2030-BLAC",0.0011,16,1.45454545454545
"2285","patch","CH-EWNC-2030-BULW",0.0018,22,1.22222222222222
"2286","patch","CH-EWNC-2030-BULW",1e-04,4,4
"2287","patch","CH-EWNC-2030-BULW",3e-04,8,2.66666666666667
"2288","patch","CH-EWNC-2030-BULW",1e-04,4,4
"2289","patch","CH-EWNC-2030-BULW",0.0026,48,1.84615384615385
"2290","patch","CH-EWNC-2030-BULW",0.004,44,1.1
"2291","patch","CH-EWNC-2030-BULW",0.0027,32,1.18518518518519
"2292","patch","CH-EWNC-2030-BULW",0.0028,36,1.28571428571429
"2293","patch","CH-EWNC-2030-BULW",9e-04,14,1.55555555555556
"2294","patch","CH-EWNC-2030-BULW",0.0025,26,1.04
"2295","patch","CH-EWNC-2030-BULW",0.0069,52,0.753623188405797
"2296","patch","CH-EWNC-2030-BULW",8e-04,14,1.75
"2297","patch","CH-EWNC-2030-BULW",1e-04,4,4
"2298","patch","CH-EWNC-2030-BULW",5e-04,12,2.4
"2299","patch","CH-EWNC-2030-BULW",5e-04,12,2.4
"2300","patch","CH-EWNC-2030-BULW",0.0175,78,0.445714285714286
"2301","patch","CH-EWNC-2030-BULW",0.0013,18,1.38461538461538
"2302","patch","CH-EWNC-2030-BULW",0.0012,18,1.5
"2303","patch","CH-EWNC-2030-BULW",8e-04,14,1.75
"2304","patch","CH-EWNC-2030-BULW",0.0013,18,1.38461538461538
"2305","patch","CH-EWNC-2030-BULW",0.0025,26,1.04
"2306","patch","CH-EWNC-2030-BULW",0.0011,24,2.18181818181818
"2307","patch","CH-EWNC-2030-BULW",0.0017,20,1.17647058823529
"2308","patch","CH-EWNC-2030-BULW",7e-04,14,2
"2309","patch","CH-EWNC-2030-BULW",7e-04,12,1.71428571428571
"2310","patch","CH-EWNC-2030-BULW",8e-04,14,1.75
"2311","patch","CH-EWNC-2030-BULW",7e-04,16,2.28571428571429
"2312","patch","CH-EWNC-2030-BULW",0.0012,16,1.33333333333333
"2313","patch","CH-EWNC-2030-BULW",5e-04,12,2.4
"2314","patch","CH-EWNC-2030-BULW",0.0143,88,0.615384615384615
"2315","patch","CH-EWNC-2030-BULW",0.0023,30,1.30434782608696
"2316","patch","CH-EWNC-2030-BULW",0.0021,34,1.61904761904762
"2317","patch","CH-EWNC-2030-BULW",0.0023,24,1.04347826086957
"2318","patch","CH-EWNC-2030-BULW",7e-04,12,1.71428571428571
"2319","patch","CH-EWNC-2030-BULW",0.0013,18,1.38461538461538
"2320","patch","CH-EWNC-2030-BULW",5e-04,10,2
"2321","patch","CH-EWNC-2030-BULW",0.0046,38,0.826086956521739
"2322","patch","CH-EWNC-2030-BULW",5e-04,10,2
"2323","patch","CH-EWNC-2030-BULW",8e-04,12,1.5
"2324","patch","CH-EWNC-2030-BULW",0.0023,22,0.956521739130435
"2325","patch","CH-EWNC-2030-FAMN",0.0329,128,0.389057750759878
"2326","patch","CH-EWNC-2030-FAMN",0.0015,20,1.33333333333333
"2327","patch","CH-EWNC-2030-FAMN",0.0083,50,0.602409638554217
"2328","patch","CH-EWNC-2030-FAMN",0.0029,26,0.896551724137931
"2329","patch","CH-EWNC-2030-FAMN",0.0164,82,0.5
"2330","patch","CH-EWNC-2030-FAMN",0.0012,16,1.33333333333333
"2331","patch","CH-EWNC-2030-FAMN",0.0286,140,0.48951048951049
"2332","patch","CH-EWNC-2030-FAMN",0.0015,18,1.2
"2333","patch","CH-EWNC-2030-FAMN",0.0196,134,0.683673469387755
"2334","patch","CH-EWNC-2030-FAMN",0.0042,32,0.761904761904762
"2335","patch","CH-EWNC-2030-FAMN",0.017,92,0.541176470588235
"2336","patch","CH-EWNC-2030-FAMN",0.0105,58,0.552380952380952
"2337","patch","CH-EWNC-2030-FAMN",0.0111,68,0.612612612612613
"2338","patch","CH-EWNC-2030-FAMN",7e-04,12,1.71428571428571
"2339","patch","CH-EWNC-2030-FAMN",0.0013,16,1.23076923076923
"2340","patch","CH-EWNC-2030-FAMN",0.0138,64,0.463768115942029
"2341","patch","CH-EWNC-2030-FAMN",0.0018,22,1.22222222222222
"2342","patch","CH-EWNC-2030-FAMN",0.0169,90,0.532544378698225
"2343","patch","CH-EWNC-2030-FAMN",0.0018,26,1.44444444444444
"2344","patch","CH-EWNC-2030-FAMN",0.0049,46,0.938775510204082
"2345","patch","CH-EWNC-2030-FAMN",0.0046,36,0.782608695652174
"2346","patch","CH-EWNC-2030-FAMN",0.0019,20,1.05263157894737
"2347","patch","CH-EWNC-2030-FAMN",0.0186,68,0.365591397849462
"2348","patch","CH-EWNC-2030-FAMN",0.0025,24,0.96
"2349","patch","CH-EWNC-2030-FAMN",0.0053,44,0.830188679245283
"2350","patch","CH-EWNC-6000-FAM2",7e-04,14,2
"2351","patch","CH-EWNC-6000-FAM2",0.0024,26,1.08333333333333
"2352","patch","CH-EWNC-6000-FAM2",0.0328,172,0.524390243902439
"2353","patch","CH-EWNC-6000-FAM2",7e-04,16,2.28571428571429
"2354","patch","CH-EWNC-6000-FAM2",0.0114,82,0.719298245614035
"2355","patch","CH-EWNC-6000-FAM2",5e-04,10,2
"2356","patch","CH-EWNC-6000-FAM2",0.0022,26,1.18181818181818
"2357","patch","CH-EWNC-6000-FAM2",0.008,54,0.675
"2358","patch","CH-EWNC-6000-FAM2",0.0184,126,0.684782608695652
"2359","patch","CH-EWNC-6000-FAM2",0.0016,20,1.25
"2360","patch","CH-EWNC-6000-FAM2",5e-04,10,2
"2361","patch","CH-EWNC-6000-FAM2",0.0063,40,0.634920634920635
"2362","patch","CH-EWNC-6000-FAM2",6e-04,10,1.66666666666667
"2363","patch","CH-EWNC-6000-FAM2",8e-04,12,1.5
"2364","patch","CH-EWNC-6000-FAM2",7e-04,12,1.71428571428571
"2365","patch","CH-EWNC-6000-FAM2",0.0215,132,0.613953488372093
"2366","patch","CH-EWNC-6000-FAM2",6e-04,12,2
"2367","patch","CH-EWNC-6000-FAM2",0.0046,40,0.869565217391304
"2368","patch","CH-EWNC-6000-FAM2",0.0035,28,0.8
"2369","patch","CH-EWNC-6000-FAM2",0.0169,98,0.579881656804734
"2370","patch","CH-EWNC-6000-FAM2",0.0069,50,0.72463768115942
"2371","patch","CH-EWNC-6000-FAM2",0.0041,38,0.926829268292683
"2372","patch","CH-EWNC-6000-FAM2",0.0053,52,0.981132075471698
"2373","patch","CH-EWNC-6000-FAM2",0.0482,188,0.390041493775934
"2374","patch","CH-EWNC-6000-FAM2",0.0013,18,1.38461538461538
"2375","patch","CH-EWNC-6000-FAM2",0.0417,176,0.422062350119904
"2376","patch","CH-EWNC-6000-FAM2",0.0013,18,1.38461538461538
"2377","patch","CH-EWNC-6000-FAM2",0.0074,62,0.837837837837838
"2378","patch","CH-EWNC-6000-FAM2",6e-04,12,2
"2379","patch","CH-EWNC-6000-FAM2",0.0098,56,0.571428571428571
"2380","patch","CH-EWNC-6000-FAM2",0.0051,40,0.784313725490196
"2381","patch","CH-EWNC-6000-FAM2",0.0022,20,0.909090909090909
"2382","patch","CH-EWNC-6000-FAM2",0.0048,34,0.708333333333333
"2383","patch","CH-EWNC-6000-FAM2",0.0062,40,0.645161290322581
"2384","patch","CH-EWNC-6000-FAM2",0.0051,40,0.784313725490196
"2385","patch","CH-EWNC-6000-FAM2",0.0059,46,0.779661016949153
"2386","patch","CH-EWNC-6000-FAM2",7e-04,14,2
"2387","patch","CH-EWNC-6000-FAM2",0.001,14,1.4
"2388","patch","CH-EWNC-6000-FAM2",9e-04,14,1.55555555555556
"2389","patch","CH-EWNC-6000-FAM2",8e-04,14,1.75
"2390","patch","CH-EWNC-6000-FAM2",0.0021,22,1.04761904761905
"2391","patch","CH-EWNC-6000-FAM2",0.0121,66,0.545454545454545
"2392","patch","CH-EWNC-6000-FAM2",0.0011,18,1.63636363636364
"2393","patch","CH-EWNC-6000-FAM2",0.0055,58,1.05454545454545
"2394","patch","CH-EWNC-6000-FAM2",6e-04,12,2
"2395","patch","CH-EWNC-6000-FAM2",0.003,28,0.933333333333333
"2396","patch","CH-EWNC-6000-FAM2",6e-04,10,1.66666666666667
"2397","patch","CH-EWNC-6000-FAM2",8e-04,14,1.75
"2398","patch","CH-EWNC-6000-NORT",0.0063,50,0.793650793650794
"2399","patch","CH-EWNC-6000-NORT",0.11,324,0.294545454545455
"2400","patch","CH-EWNC-6000-NORT",0.0038,36,0.947368421052632
"2401","patch","CH-EWNC-6000-NORT",0.0015,20,1.33333333333333
"2402","patch","CH-EWNC-6000-NORT",0.0038,34,0.894736842105263
"2403","patch","CH-EWNC-6000-NORT",0.0045,42,0.933333333333333
"2404","patch","CH-EWNC-6000-NORT",6e-04,16,2.66666666666667
"2405","patch","CH-EWNC-6000-NORT",9e-04,18,2
"2406","patch","CH-EWNC-6000-NORT",0.002,22,1.1
"2407","patch","CH-EWNC-6000-NORT",0.0064,48,0.75
"2408","patch","CH-EWNC-6000-NORT",0.0115,72,0.626086956521739
"2409","patch","CH-EWNC-6000-NORT",9e-04,14,1.55555555555556
"2410","patch","CH-EWNC-6000-NORT",0.0011,16,1.45454545454545
"2411","patch","CH-EWNC-6000-NORT",0.0027,28,1.03703703703704
"2412","patch","CH-EWNC-6000-NORT",0.0016,18,1.125
"2413","patch","CH-EWNC-6000-NORT",0.0015,18,1.2
"2414","patch","CH-EWNC-6000-NORT",0.0015,20,1.33333333333333
"2415","patch","CH-EWNC-6000-NORT",0.0058,54,0.931034482758621
"2416","patch","CH-EWNC-6000-NORT",0.0011,18,1.63636363636364
"2417","patch","CH-EWNC-6000-NORT",0.0015,22,1.46666666666667
"2418","patch","CH-EWNC-6000-NORT",0.0017,22,1.29411764705882
"2419","patch","CH-EWNC-6000-NORT",8e-04,12,1.5
"2420","patch","CH-EWNC-6000-NORT",0.0023,28,1.21739130434783
"2421","patch","CH-EWNC-6000-NORT",0.0029,26,0.896551724137931
