"","scpt","cpmt","management_prescription","last_thinned","next_thin_date","selection_type","species","plyr","next_intervention_year","next_intervention_type","heightChange","gapArea_2017","gapArea_2024","meanFHD_2017","meanFHD_2024","stems_2017","stems_2024"
"1","C",4228,NA,"2017<2024",2027,"Line Intermediate","Hybrid larch",2002,2027,"Felling",0.398446889650161,294.216042611457,1561.14617195958,1.83380952380952,1.99321428571429,134,138
"2","F",4439,"Thin CP and underplant
Develop young SP into groups thinning to develop crowns ","2017<2024",2032,"Crown","Scots pine",1928,-1,"Felling",-2.44874853695656,401.301444286255,1240.93213497563,2.04305555555556,2.22236111111111,76,85
"3","C",3234,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1915,-1,"Felling",3.57688375517131,1224.91422254658,650.485474993788,1.64401515151515,1.43287878787879,215,196
"4","O",3505,NA,"< 2016",2025,"Intermediate","Douglas fir",1970,NA,NA,2.370818273289,0,0,1.598125,1.398125,17,17
"5","F",3233,NA,"< 2016",2031,"Neutral","Oak (robur/petraea)",1816,-1,"Felling",2.7600789228708,601.448660178561,281.209787955318,1.49714285714286,1.49185714285714,33,35
"6","D",3221,NA,"2017<2024",2024,"No Thin","Corsican pine",1967,-1,"Felling",3.0623246146178,189.141060031216,27.0201429935769,1.63745454545455,1.43218181818182,63,61
"7","F",4620,NA,"2017<2024",2025,"Line Intermediate","Hybrid larch",1995,-1,"Felling",0.718597245001163,0,17.0127472891108,1.26142857142857,1.24207792207792,103,109
"8","E",3221,NA,"2017<2024",2024,"Intermediate","Douglas fir",1967,-1,NA,3.56485762169662,87.0648731566107,0,1.56228571428571,1.53371428571429,48,53
"9","D",4519,NA,"2017<2024",2028,"Crown","Scots pine",1906,2026,NA,-0.18804990949295,1601.20828721674,1014.76575534747,2.11333333333333,2.09857142857143,44,39
"10","L",3302,NA,"2017<2024",2024,"Intermediate","Norway spruce",1965,2030,"Felling",0.0253358489340402,831.621925449072,1149.85986175935,1.98222222222222,2.05714285714286,95,85
"11","B",4428,NA,"2017<2024",2027,"Intermediate","Norway spruce",1964,-1,"Felling",-0.155650791314295,290.218138653028,450.338459312588,1.44242424242424,1.46348484848485,276,272
"12","D",4211,NA,"2017<2024",NA,"","Sweet chestnut",2019,2044,"Felling",-2.26248180003307,624.466881206674,4245.1739261856,2.01962962962963,2.13907407407407,71,56
"13","E",4453,NA,"2017<2024",2024,"No Thin","Corsican pine",1974,-1,"Felling",-1.25090211258569,762.574288852367,3920.95299470543,1.80740740740741,1.95703703703704,132,124
"14","C",4357,NA,"< 2016",2031,"Neutral","Oak (robur/petraea)",1810,2175,"Felling",1.1913145173355,8389.28589098775,7919.93418361302,1.37860215053763,1.35039426523298,177,161
"15","A",3225,NA,"2017<2024",2024,"Intermediate","Douglas fir",1962,-1,NA,3.19515440205534,1022.76241422393,1281.95563648811,1.89543956043956,1.66483516483516,476,448
"16","F",4623,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1939,-1,"Felling",1.3453115028101,155.116505189319,149.111982965238,1.48222222222222,1.51416666666667,115,112
"17","F",3320,NA,"2017<2024",2025,"Line Intermediate","Sweet chestnut",1988,2035,"Felling",2.15350491431247,66.0494892795396,70.0524981415729,1.53222222222222,1.39142857142857,134,143
"18","E",3304,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1939,NA,NA,2.30960149361422,1204.90115075916,833.623456996982,1.75486111111111,1.60013888888889,94,87
"19","H",4208,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1951,-1,"Felling",0.28759548681376,326.243595433931,396.295851001887,1.42454545454545,1.43409090909091,36,34
"20","I",4203,NA,"< 2016",2025,"Intermediate","Beech",1970,-1,"Felling",2.65181140167557,1858.37858152387,585.43430262628,1.86480519480519,1.87103896103896,50,53
"21","D",4457,"thinning to develop crowns
underplanting","2017<2024",2025,"Intermediate","Douglas fir",1981,2025,"Felling",0.394993461268545,252.189816217426,461.347129349786,1.45594405594406,1.60951048951049,137,139
"22","B",4403,NA,"2017<2024",2027,"Intermediate","Douglas fir",1966,2053,"Felling",-6.10622862509569,1244.93540579282,5813.36779363472,1.79683760683761,1.69675213675214,114,83
"23","F",4633,NA,"2017<2024",2024,"Intermediate","Western red cedar",1968,-1,"Felling",2.63240906880945,216.160480335959,84.0624117628468,1.90642857142857,1.5297619047619,68,68
"24","K",4450,NA,"2017<2024",2025,"Intermediate","Hybrid larch",1969,2040,"Felling",2.29740976535076,298.224672785313,193.1455119733,1.7605,1.93,15,14
"25","O",3438,NA,"2017<2024",2027,"Intermediate","Douglas fir",1955,NA,NA,-5.50349314669598,0,808.602376358678,1.73555555555556,1.72333333333333,53,47
"26","B",4445,"Thinning and underplanting/group planting","2017<2024",2025,"Intermediate","Western hemlock",1969,-1,"Felling",2.67985616080214,122.091968054316,238.179374056926,1.29583333333333,1.55947916666667,270,286
"27","B",4355,NA,"< 2016",2025,"Intermediate","Oak (robur/petraea)",1941,-1,"Felling",2.41492618185929,1064.7979312895,538.403467255157,1.59898148148148,1.40277777777778,161,139
"28","O",3415,NA,"2017<2024",2027,"Intermediate","Douglas fir",1971,2041,"Felling",-2.51769535922651,110.081968281491,329.245132983706,1.655,1.84361111111111,48,34
"29","I",3427,NA,"2017<2024",2027,"Intermediate","Hybrid larch",1959,2030,"Felling",2.47737074370663,48.0357613302476,28.0208596253651,1.274,1.27483333333333,82,75
"30","I",3427,NA,"2017<2024",2027,"Line Intermediate","Western hemlock",2000,2030,"Felling",2.47737074370663,48.0357613302476,28.0208596253651,1.274,1.27483333333333,82,75
"31","E",3412,NA,"2017<2024",2027,"Intermediate","Douglas fir",1974,2038,"Felling",0.710818884912934,285.212961349025,94.0702227067231,1.86821428571429,1.89196428571429,87,81
"32","I",4412,NA,"2017<2024",2025,"Intermediate","Norway spruce",1961,2200,"Felling",0.711676914317232,303.228372121477,211.159031899122,2.40533333333333,2.1895,69,73
"33","A",4464,"develop crowns through thinning
Retain clusters to become future veterans with possible future U/Plant","2017<2024",2028,"Crown","Scots pine",1921,2024,"Felling",-0.113776376342048,1441.08389248619,1435.07939863083,1.94762845849802,1.78750988142292,265,267
"34","I",3503,NA,"< 2016",2025,"Crown","Coast redwood",1936,NA,NA,1.53270825071475,29.0207312123457,0,1.4665,1.156,15,15
"35","M",3438,NA,"2017<2024",2027,"Intermediate","Norway spruce",1961,NA,NA,-5.19151000778341,161.120050732156,1596.18916468193,1.74232142857143,1.97232142857143,68,43
"36","G",3416,NA,"2017<2024",2027,"Intermediate","Hybrid larch",1968,2031,"Felling",1.01509089024187,523.389582648037,435.324061326108,1.792,1.7855,15,16
"37","N",3438,NA,"2017<2024",2024,"Intermediate","Mixed broadleaves",1969,NA,NA,3.94048738386994,540.403810651886,199.14882407101,2.19266666666667,1.94666666666667,34,33
"38","A",3219,NA,"2017<2024",2024,"Intermediate","Douglas fir",1985,2080,"Felling",2.92908841694705,400.297900634214,251.186938002145,1.35223214285714,1.44339285714286,269,265
"39","G",3300,NA,"2017<2024",NA,"","",NA,NA,NA,2.70383578732058,3618.71630455092,2595.94853914864,2.12666666666667,2.03565656565657,68,60
"40","U",3413,NA,"2017<2024",2027,"Intermediate","Hybrid larch",1969,2038,"Felling",0.443316523935143,189.141249308464,65.0485743616446,2.27375,1.99916666666667,22,19
"41","F",4629,NA,"2017<2024",2024,"No Thin","Corsican pine",1964,-1,"Felling",-1.17278418063225,223.167907450239,619.466082997344,1.83666666666667,1.693125,72,62
"42","K",4622,NA,"2017<2024",2028,"Crown","Scots pine",1948,2101,"Felling",1.40042788130236,635.477091257788,573.430509591162,1.6448,1.592,17,11
"43","G",4014,NA,"2017<2024",2024,"Line Intermediate","Mixed broadleaves",2010,2045,"Felling",0.0868919579427347,552.404153461823,636.465702733534,2.805625,2.605,67,77
"44","C",3217,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1939,-1,"Felling",1.24289335923236,24.0178943340434,114.084986772272,1.2284375,1.1808125,204,202
"45","G",4462,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1915,-1,"Felling",-2.62326761725222,238.179121076239,721.542619583532,1.34458333333333,1.80222222222222,45,43
"46","F",4462,"develop crowns through thinning
Pos future U/P","2017<2024",2024,"Intermediate","Scots pine",1958,-1,"Felling",-2.49468345361785,488.366730301896,964.724484436148,1.98020833333333,1.97125,73,69
"47","C",4459,"Some cants on 3yr rotation others on 5 year rotation","2017<2024",2025,"Intermediate","Corsican pine",1982,-1,"Felling",0.33615719392012,419.315977151993,756.570104752267,1.463625,1.570125,85,90
"48","I",4405,"Thin promote conifer regen and use under-planting to diversify species ","2017<2024",2027,"Intermediate","Douglas fir",1983,-1,"Felling",3.4582351065922,514.386385358201,237.178045665292,2.16479166666667,1.97145833333333,61,57
"49","B",4405,"Thin promote conifer regen and use under-planting to diversify species ","2017<2024",2025,"Intermediate","Douglas fir",1960,-1,"Felling",-2.45949596987493,994.747102711226,1848.38808276186,2.06011111111111,2.44633333333333,196,191
"50","C",4618,NA,"2017<2024",2024,"Line Intermediate","Corsican pine",1992,-1,"Felling",2.8816759959311,3087.31683537925,1008.75703768182,2.47527472527473,1.96164835164835,184,189
"51","I",4626,"Thinning","2017<2024",2024,"Intermediate","Oak (robur/petraea)",1948,-1,"Felling",2.19959152041122,84.0631728279768,59.0443693460402,1.6488,1.3676,46,52
"52","D",4458,NA,"2017<2024",2024,"No Thin","Corsican pine",1973,-1,"Felling",-5.09620276758879,705.531259738593,4733.56437031132,1.87180555555556,2.26111111111111,143,96
"53","F",4544,NA,"2017<2024",2026,"Intermediate","Douglas fir",1966,NA,NA,-0.315594821700196,86.0632961721931,80.0588793887509,1.51142857142857,1.65333333333333,55,50
"54","A",4536,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1906,2025,NA,1.5682434451059,3461.61158503813,2369.78771355161,1.45319047619048,1.54290476190476,1186,984
"55","C",4512,NA,"2017<2024",2024,"Intermediate","Beech",1921,2027,NA,0.0730400461518888,1372.03611059711,1625.22730997283,1.26724324324324,1.31789189189189,67,55
"56","L",4509,NA,"2017<2024",2024,"Intermediate","Douglas fir",1982,NA,NA,1.936791509571,0,25.0188943689063,1.28944444444444,1.35972222222222,24,27
"57","A",4508,NA,"2017<2024",NA,"","Oak (robur/petraea)",1909,NA,NA,0.723413794592688,905.684037505009,1776.34160055037,1.49807272727273,1.6872,438,408
"58","I",4517,"Thinning / nat-regen and underplanting","2017<2024",2024,"Intermediate","Grand Fir",1951,-1,"Felling",2.86274278575838,256.19333264399,102.077033167945,2.83821428571429,2.72,47,55
"59","B",4520,NA,"2017<2024",2025,"Intermediate","Douglas fir",1966,NA,NA,-3.84095173237119,52.0392996354058,835.631034944498,1.39946428571429,1.82428571428571,79,70
"60","B",3423,NA,"2017<2024",2024,"Intermediate","Beech",1963,NA,NA,1.18834867155136,51.0380265140411,102.076066279908,1.26848214285714,1.43794642857143,208,214
"61","D",4324,NA,"2017<2024",2026,"Intermediate","Douglas fir",1973,-1,"Felling",1.0746487366035,103.077262377483,239.179284361067,1.59925,1.681,42,39
"62","C",4329,NA,"2017<2024",2026,"Intermediate","Norway spruce",1978,-1,"Felling",2.30622851286108,239.179243582497,162.121486365228,1.40047619047619,1.37746031746032,92,102
"63","A",3206,NA,"2017<2024",2024,"Intermediate","Douglas fir",1968,-1,NA,1.93497989339934,2610.94607555279,1308.97571987702,1.50305555555556,1.58316666666667,737,763
"64","B",4345,NA,"2017<2024",NA,"","",NA,NA,NA,0.333719597188065,3516.64732924417,3416.57198612533,1.7606,1.8142,3,2
"65","C",4359,NA,"2017<2024",2026,"Intermediate","Hybrid larch",1972,2026,"Felling",-0.864922160627749,152.114104113345,124.093080378261,1.42018518518519,1.40185185185185,103,93
"66","F",4358,NA,"< 2016",2031,"Neutral","Oak (robur/petraea)",1810,-1,"Felling",-0.1819295070866,249.186951770418,535.40168311671,1.43766233766234,1.94116883116883,63,63
"67","M",3116,NA,"2017<2024",2024,"Intermediate","Hybrid larch",1959,NA,NA,2.6856882469565,123.089559716944,56.0407719370851,1.75133333333333,1.59966666666667,52,48
"68","B",4413,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1917,-1,"Felling",-2.37451526761886,340.256328071606,668.503612840126,1.80541666666667,2.10583333333333,91,81
"69","A",4459,NA,"2017<2024",2025,"Intermediate","Douglas fir",1972,2053,"Felling",-4.04418507745824,1062.80079448574,7735.82812104825,1.15138888888889,1.41287037037037,530,460
"70","J",4325,NA,"2017<2024",NA,"","Sweet chestnut",2019,2040,"Felling",-1.27480197571898,343.25741137466,632.474295400447,2.2285,2.443,12,11
"71","A",4312,NA,"2017<2024",2026,"Intermediate","Douglas fir",1986,2101,"Felling",2.86685634818936,354.26639884882,347.261149185557,1.4897619047619,1.51839285714286,374,358
"72","J",4312,NA,"2017<2024",2026,"Intermediate","Mixed conifers",1986,2101,"Felling",1.67266421674482,171.12868367925,343.258105156128,1.76527777777778,1.73638888888889,41,38
"73","E",4620,NA,"2017<2024",2025,"Intermediate","Hybrid larch",1985,-1,"Felling",0.694025379887234,38.0285085116921,62.0465109538127,1.19380952380952,1.28460317460317,96,98
"74","H",3413,NA,"2017<2024",2027,"Intermediate","Douglas fir",1966,NA,NA,-5.16732648828161,414.309469599655,1658.23886434235,1.49301282051282,1.43442307692308,75,57
"75","L",4622,NA,"2017<2024",2025,"Intermediate","Norway spruce",1948,-1,"Felling",-4.0005564528852,0,21.0157174560736,1.30171428571429,1.47142857142857,24,27
"76","A",3409,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1952,NA,NA,1.45262987713433,3614.70212891385,5778.31986195172,1.46652597402597,1.48965909090909,1561,1427
"77","B",3230,NA,"2017<2024",2024,"No Thin","Corsican pine",1965,2032,"Felling",2.72275763564461,1941.45070037662,960.717863079495,2.05532051282051,1.87160256410256,285,270
"78","F",4603,"Thin and u/p","2017<2024",2024,"Crown","Oak (robur/petraea)",1940,-1,"Felling",-0.373439819250569,0,0,1.335,1.3395,13,18
"79","D",3233,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1915,-1,"Felling",3.44247469895592,2026.51150117184,1144.85390900001,1.88545454545455,1.72181818181818,79,69
"80","G",3308,NA,"< 2016",2025,"Intermediate","Oak (robur/petraea)",1862,NA,NA,1.20338569110237,367.273929947696,351.261985988393,2.20583333333333,2.23625,14,11
"81","H",4323,NA,"2017<2024",2026,"Intermediate","Douglas fir",1988,-1,"Felling",1.59625327626219,241.180844531991,262.196600261501,1.9408,1.9788,29,28
"82","E",4526,NA,"2017<2024",2027,"Intermediate","Scots pine",1960,NA,NA,-1.07790186542835,498.376906563492,669.506333450452,1.82357142857143,1.81714285714286,58,65
"83","A",3428,NA,"2017<2024",2026,"Intermediate","Douglas fir",1980,NA,NA,3.17508931244405,3361.50448449149,1477.10087221704,1.51115789473684,1.54771929824561,956,1021
"84","A",4123,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1951,NA,NA,1.56301225277506,1635.23674325171,1542.16640214241,1.58005347593583,1.47711229946524,466,433
"85","H",3128,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1940,NA,NA,2.06734097760715,351.256531243533,445.325282777761,1.48658333333333,1.56341666666667,163,139
"86","Q",3438,NA,"2017<2024",2024,"Intermediate","Beech",1964,NA,NA,1.08847958900281,44.0328009497098,49.0365241707623,1.60333333333333,1.62138888888889,34,28
"87","C",4446,"Thinning and underplanting/group planting","2017<2024",2025,"Intermediate","Western red cedar",1978,-1,"Felling",2.16015864353408,124.093520191855,45.0339388164939,1.26730158730159,1.29912698412698,243,220
"88","A",4129,NA,"2017<2024",2032,"Crown","Oak (robur/petraea)",1949,NA,NA,0.591543698794456,2719.05314691932,3180.40148347693,1.43080971659919,1.50550607287449,372,356
"89","G",4509,NA,"2017<2024",2024,"Intermediate","Douglas fir",1989,NA,NA,1.24142039195098,129.09754674026,167.126279621341,1.25865384615385,1.38711538461538,83,101
"90","C",3504,NA,"< 2016",2031,"Intermediate","Beech",1936,NA,NA,2.74641494780687,717.513535984886,334.239214432506,1.285,1.2547385620915,105,91
"91","D",3503,NA,"2017<2024",2032,"Crown","Oak (robur/petraea)",1936,NA,NA,1.3045460435072,355.253778249804,386.27589269806,1.6434375,1.5665625,105,107
"92","A",3501,NA,"< 2016",2025,"Intermediate","Douglas fir",1971,NA,NA,2.60377295799604,4149.05384331695,3172.33476019866,1.65695652173913,1.53634782608696,287,288
"93","A",4627,NA,"2017<2024",2024,"Intermediate","Red oak",1951,-1,"Felling",4.15559977120739,2599.93925424201,3261.43199217456,1.56650887573965,1.5807100591716,319,258
"94","I",4643,NA,"< 2016",2030,"Neutral","Oak (robur/petraea)",1810,NA,NA,0.440018188450308,3365.42861323594,3249.3448463098,1.30097142857143,1.29674285714286,9,5
"95","J",4622,NA,"2017<2024",2030,"Crown","Scots pine",1948,-1,"Felling",-3.79651312897378,0,10.0074834961561,1.31111111111111,1.525,25,29
"96","I",4615,NA,"2017<2024",2025,"Intermediate","Douglas fir",1963,-1,"Felling",1.86325155838363,148.111511080053,60.0452020590019,2.062,2.0405,21,18
"97","A",3321,NA,"2017<2024",2025,"Intermediate","Norway spruce",1969,2048,"Felling",2.14853292258629,4435.32529309505,3593.69429808968,1.72707407407407,1.73937037037037,1222,1178
"98","P",4222,NA,"2017<2024",2027,"Line Intermediate","European larch",2003,2101,"Felling",1.14257738755947,114.085076763484,673.502171682383,1.73729166666667,2.13395833333333,55,55
"99","E",4218,NA,"2017<2024",2026,"Intermediate","Western hemlock",1968,2101,"Felling",1.95430561950871,295.220860298177,238.178180310337,1.524625,1.4135,98,104
"100","C",3213,NA,"2017<2024",2028,"Line Intermediate","Corsican pine",2001,2065,"Felling",2.02711217197221,350.260461869708,601.44727986565,1.69083333333333,1.64441666666667,188,186
"101","C",4417,NA,"2017<2024",2025,"Intermediate","Douglas fir",1972,2056,"Felling",2.48616118913085,1040.78314857637,776.584306396086,1.79119658119658,1.67811965811966,219,252
"102","F",4102,NA,"< 2016",2025,"Crown","Beech",1949,NA,NA,3.47434684091903,3202.40898421847,1535.15482811715,2.42452380952381,2.47380952380952,50,43
"103","L",4457,"20-30yr rotation","2017<2024",2024,"Line Intermediate","Sweet chestnut",1985,-1,"Felling",3.59061263119249,440.331407634396,373.280964431979,2.056,2.01342857142857,48,38
"104","M",3415,NA,"2017<2024",2027,"Intermediate","Douglas fir",1959,2041,"Felling",0.649087940451936,453.33760427247,368.274256817567,1.88485714285714,1.653,49,48
"105","B",3429,NA,"2017<2024",2026,"Intermediate","Douglas fir",1979,NA,NA,2.08168137684179,1392.036426379,1419.05662833353,1.33356060606061,1.47030303030303,345,355
"106","A",4405,"Thin promote conifer regen and use under-planting to diversify species ","2017<2024",2027,"Intermediate","Douglas fir",1966,-1,"Felling",-1.61698867193518,241.181077860245,971.729571543088,1.51585714285714,1.81542857142857,370,344
"107","H",4457,"20-30yr rotation","2017<2024",2024,"Intermediate","Sweet chestnut",1971,-1,"Felling",-0.443433767017813,663.500166946549,1329.00180998533,1.586,1.85775,86,66
"108","A",4342,"Thinning to develop crowns and potentially under-plant groups???","2017<2024",2024,"Intermediate","Oak (robur/petraea)",1947,-1,"Felling",2.29658292130227,1422.0654911063,1851.38747751134,1.35944852941176,1.47488970588235,679,649
"109","F",4311,NA,"2017<2024",2025,"Line Intermediate","Hybrid larch",1996,2048,"Felling",4.10915390934767,840.631743371887,706.530961690958,1.789375,1.51625,135,144
"110","A",4538,"thinning & pos u/p","2017<2024",2024,"Intermediate","Oak (robur/petraea)",1911,2025,NA,1.53569463846113,2952.22525181172,3741.82045100973,1.38850490196078,1.52026960784314,560,496
"111","I",4215,NA,"2017<2024",2024,"Crown","Sycamore",1936,-1,"Felling",1.51881728070455,408.305043701359,226.169005994139,1.52771428571429,1.49914285714286,37,32
"112","C",4619,NA,"2017<2024",2025,"Intermediate","European larch",1983,-1,"Felling",2.39737482169583,2268.6993810627,1062.79611916315,2.1067,1.7876,211,205
"113","B",3221,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1950,-1,"Felling",2.50748772088255,3387.5255334722,2501.86530149409,1.54316742081448,1.42819004524887,172,152
"114","G",4221,NA,"2017<2024",2025,"Intermediate","Norway spruce",1964,-1,"Felling",1.6815720505139,1589.17968755939,1363.01178396075,1.6315,1.5345,14,11
"115","A",3207,NA,"2017<2024",2024,"Intermediate","Douglas fir",1967,-1,NA,0.82249039346742,2895.1563756121,2003.49218947753,1.48473684210526,1.59519138755981,1131,1119
"116","A",4513,NA,"2017<2024",2024,"Intermediate","Douglas fir",1969,-1,"Felling",0.308760839112517,6001.53438644115,6001.53443370607,1.82574074074074,1.74113756613757,420,406
"117","E",4443,NA,"2017<2024",2026,"Intermediate","Douglas fir",1972,2056,"Felling",-4.22991504285643,0,760.571709563868,1.19779220779221,1.68376623376623,75,67
"118","C",4445,"Thinning and underplanting/group planting","2017<2024",2027,"Intermediate","Douglas fir",1972,-1,"Felling",-1.29530662544773,60.0452408909041,1078.81288591502,1.61516666666667,2.23566666666667,150,139
"119","A",4101,NA,"2017<2024",2024,"Line Intermediate","Beech",1980,NA,NA,1.77948005129369,434.326390203139,497.373769759703,1.42932126696833,1.42361990950226,400,380
"120","J",4453,"singling multi stems and coppicing
retain 25-30% of stems impertuity","2017<2024",2027,"Intermediate","Sweet chestnut",1980,-1,"Felling",0.0948895833267038,129.097485820312,1206.91131203188,1.70833333333333,1.73708333333333,32,24
"121","B",4359,NA,"2017<2024",2026,"Intermediate","Douglas fir",1987,-1,"Felling",2.22148197207365,1292.96976849678,991.743844577555,1.94433333333333,2.0345,138,140
"122","B",3300,NA,"2017<2024",2024,"Intermediate","Beech",1930,NA,NA,4.071936625818,2960.22176893767,1714.28659686873,1.6256043956044,1.54131868131868,126,102
"123","C",4623,NA,"2017<2024",2026,"Intermediate","Norway spruce",1960,-1,"Felling",-3.0340300150509,991.741599273038,2111.57901833544,1.61,2.03222222222222,177,169
"124","F",4214,NA,"2017<2024",NA,"","Sweet chestnut",2019,2045,"Felling",-3.34446600848355,522.39128142532,5964.4674281841,2.19425,2.132375,87,71
"125","C",4517,NA,"2017<2024",2024,"Intermediate","Hybrid larch",1976,2034,"Felling",-2.2160281431797,307.232513373987,961.727817230218,1.61771929824561,1.84921052631579,130,134
"126","G",4424,NA,"< 2016",2025,"No Thin","Corsican pine",1992,2048,"Felling",3.3779101448186,1034.77838889675,301.226592635452,2.44277777777778,2.02944444444444,49,48
"127","A",4419,NA,"2017<2024",2025,"Intermediate","Norway spruce",1964,2053,"Felling",0.480748578139026,775.582736527758,613.460925390405,1.50411371237458,1.48585284280936,497,491
"128","C",3317,NA,"2017<2024",2025,"Intermediate","Douglas fir",1949,NA,NA,2.19241275287666,1365.0221509896,1022.7658622409,2.325,1.87801587301587,349,329
"129","E",4446,"Thinning and underplanting/group planting","2017<2024",2025,"Intermediate","Western hemlock",1967,-1,"Felling",2.3376630151346,278.209534745009,157.118341786518,1.54321428571429,1.87553571428571,139,135
"130","B",4344,"Thinning","2017<2024",2024,"Intermediate","Oak (robur/petraea)",1947,-1,"Felling",1.11674936660038,499.374474423355,735.551258690924,1.57166666666667,1.60339743589744,310,316
"131","F",3131,NA,"2017<2024",2025,"Intermediate","Douglas fir",1926,NA,NA,3.24768667001094,382.278867736852,469.342379148628,1.43461538461538,1.397,55,57
"132","D",4410,"Thin promote conifer regen and use under-planting to diversify species ","2017<2024",2024,"Line Intermediate","Douglas fir",2011,-1,"Felling",-4.70018695388631,673.506480967459,1243.93550139415,1.92836363636364,1.82018181818182,181,147
"133","D",4410,"Thin promote conifer regen and use under-planting to diversify species ","2017<2024",2030,"Intermediate","Douglas fir",1954,-1,"Felling",-4.70018695388631,673.506480967459,1243.93550139415,1.92836363636364,1.82018181818182,181,147
"134","C",3202,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1938,-1,"Felling",2.71327374224671,246.182807028599,507.376749096344,1.64831168831169,1.50402597402597,265,264
"135","K",3202,NA,"2017<2024",2024,"Intermediate","Hybrid larch",1989,2046,"Felling",3.8893895037442,0,0,1.2928,1.1248,21,19
"136","G",3203,NA,"2017<2024",2030,"Line Intermediate","Beech",1989,-1,"Felling",1.55860401327369,1854.37787709033,1339.99568269863,1.98708333333333,1.85916666666667,26,22
"137","D",3319,NA,"2017<2024",2024,"Line Intermediate","Birch (downy/silver)",1989,NA,NA,2.98091734269464,473.355152317381,238.178694950067,2.122125,1.537125,150,141
"138","S",3415,NA,"2017<2024",2027,"Intermediate","Douglas fir",1966,NA,NA,1.99492285568648,242.180741238437,185.1381677846,2.4095,2.1055,26,23
"139","D",4103,NA,"2017<2024",2033,"Crown","Beech",1949,NA,NA,2.88158105202976,4723.55252548589,2339.75971861077,2.32012987012987,2.19935064935065,129,122
"140","D",4638,NA,"2017<2024",2025,"Intermediate","European larch",1931,-1,"Felling",-4.10287854270928,258.19305141244,1651.23461585121,2.05940476190476,2.11690476190476,158,130
"141","E",4444,NA,"2017<2024",2026,"Intermediate","Sweet chestnut",1977,-1,"Felling",1.62751924034544,80.0602241025335,353.265696246206,1.6592,1.5736,30,28
"142","B",4521,NA,"2017<2024",2027,"Intermediate","Douglas fir",1975,2047,"Felling",1.59480601442984,322.243746152075,254.192264959813,1.4638961038961,1.47623376623377,166,170
"143","C",4444,NA,"2017<2024",2025,"Intermediate","Western red cedar",1977,2053,"Felling",1.52943144326967,426.320918321202,1186.89352393615,1.37603174603175,1.64333333333333,250,244
"144","A",4460,NA,"2017<2024",2025,"Intermediate","Douglas fir",1969,2053,"Felling",1.82492387708483,352.265040930091,1259.94775047267,1.13271708683473,1.47607843137255,555,586
"145","D",4456,"thinning to develop crowns
underplanting","2017<2024",2027,"Line Intermediate","Douglas fir",1992,2025,"Felling",1.54410740390872,489.367565719454,1740.30720475394,1.45723076923077,1.45061538461538,93,94
"146","A",4624,NA,"2017<2024",2025,"Intermediate","European larch",1949,2026,"Felling",-1.61402237885163,1735.29764100943,3461.5884884503,1.29396,1.4414,713,690
"147","A",4462,NA,"2017<2024",2024,"Intermediate","Western hemlock",1927,-1,"Felling",-7.16420691889713,98.0738231299838,2336.75872982443,1.67571428571429,2.37971428571429,170,148
"148","B",3409,NA,"2017<2024",2026,"Line Intermediate","Hybrid larch",2003,2063,"Felling",3.76488100321838,788.589508975652,276.20648072171,1.62693779904306,1.29186602870813,326,318
"149","D",4426,NA,"2017<2024",2032,"Crown","Scots pine",1925,2026,"Felling",-0.385095065642893,123.09230148104,442.331669650921,1.60303571428571,1.93392857142857,80,71
"150","D",4610,"Promote crown development, thin and take opportunities to underplant with appropriate provenances of OK","2017<2024",2025,"Intermediate","Norway spruce",1970,-1,"Felling",1.09915792528156,234.175417282662,233.174646329287,1.6725,1.66375,67,70
"151","B",4322,NA,"< 2016",2025,"Neutral","Oak (robur/petraea)",1812,NA,NA,1.69016702595927,1630.22027295469,984.737053436736,1.22421289355322,1.19064467766117,114,104
"152","E",4206,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1968,2101,"Felling",1.56908535342415,1209.89905282447,1198.89091297748,1.66234375,1.65984375,37,43
"153","M",4205,NA,"< 2016",2025,"Crown","Oak (robur/petraea)",1953,2101,"Felling",1.64635521599147,186.138057248012,127.094276365497,1.92933333333333,1.80033333333333,12,14
"154","A",4623,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1941,2060,"Felling",-0.989673164511174,306.230005864898,1040.7817045487,1.45555555555556,1.59407407407407,166,163
"155","L",3128,NA,"2017<2024",2024,"Intermediate","Norway spruce",1971,2026,"Felling",2.88811900495503,290.211734887445,153.111713752121,1.17716666666667,1.15813333333333,82,82
