"","scpt","cpmt","management_prescription","last_thinned","next_thin_date","selection_type","species","plyr","next_intervention_year","next_intervention_type","heightChange","gapArea_2017","gapArea_2024","meanFHD_2017","meanFHD_2024","stems_2017","stems_2024"
"392","B",4015,NA,"2017<2024",2026,"Line Intermediate","Corsican pine",1993,2030,"Felling",0.959255818122456,98.0715979026936,1840.34338685504,1.43615079365079,1.47873015873016,181,158
"393","B",4324,NA,"2017<2024",2024,"Intermediate","Birch (downy/silver)",1973,-1,"Felling",0.653976869170311,1958.46702562924,1979.48276151896,1.773,1.70915384615385,139,138
"394","C",3147,NA,"< 2016",2029,"Intermediate","Oak (robur/petraea)",1847,NA,NA,2.65434669677292,831.614511818523,229.169330865217,1.85703703703704,1.54472222222222,115,103
"395","F",4228,"Underplant with emerging species","2017<2024",2024,"Line Intermediate","Corsican pine",1993,2041,"Felling",0.720570620829804,326.242369065912,713.530028155146,1.79163265306122,1.99265306122449,93,79
"396","A",3228,NA,"2017<2024",2024,"Intermediate","Western hemlock",1967,-1,NA,2.39209130050189,1973.47154306086,1039.77532476567,1.84564814814815,1.65439814814815,434,445
"397","K",3128,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1931,NA,NA,2.91323539725217,456.332843169017,293.213839386066,1.4195,1.35461111111111,108,80
"398","K",4022,NA,"2017<2024",NA,"","Sweet chestnut",1990,NA,NA,3.05826855547565,1986.48235457469,919.686253833126,1.78757575757576,1.96075757575758,44,43
"399","G",4228,NA,"2017<2024",2035,"Intermediate","Beech",1940,-1,"Felling",-1.51868514725533,41.0301222076887,561.412251128109,1.46444444444444,1.55102564102564,25,27
"400","D",4340,NA,"2017<2024",2025,"Intermediate","Hybrid larch",1974,2034,"Felling",-1.13897900102853,1373.03168931961,3551.66888118583,1.72435897435897,1.93153846153846,272,250
"401","E",4320,NA,"2017<2024",2026,"Intermediate","Hybrid larch",1974,2028,"Felling",1.85250855012846,1398.04692278829,1200.89927189574,1.49181818181818,1.40916666666667,81,79
"402","A",4639,NA,"2017<2024",2025,"Intermediate","European larch",1932,-1,"Felling",0.422953103933909,1148.85902066972,2035.52200535925,1.44386363636364,1.6128125,551,469
"403","I",4414,NA,"2017<2024",2025,"Intermediate","Western red cedar",1917,-1,"Felling",-1.39333251061509,227.171128094989,316.238226637259,1.73944444444444,1.79222222222222,52,58
"404","A",4224,NA,"2017<2024",2027,"Intermediate","Norway spruce",1969,2101,"Felling",-0.0167413173685243,589.438646596434,605.450508942769,1.25989898989899,1.47931818181818,1215,1268
"405","H",4111,NA,"< 2016",2025,"Crown","Beech",1938,NA,NA,4.96253398384076,1712.28816998813,415.312447666991,2.33666666666667,2.05216666666667,23,23
"406","A",4642,NA,"2017<2024",2024,"Intermediate","European larch",1964,-1,"Felling",-1.12863774801021,1260.93324606551,3362.48902737397,1.59756302521008,1.83915966386555,498,430
"407","A",3431,NA,"2017<2024",2026,"No Thin","Corsican pine",1961,2027,"Felling",-3.33847457248384,1550.15514411599,4712.51130858213,1.88469230769231,2.20284615384615,205,201
"408","A",4152,NA,"2017<2024",2024,"Intermediate","Small-leaved lime",1930,NA,NA,-0.799136144151402,1079.81685846766,6365.81586437092,1.48955294117647,1.65204705882353,364,276
"409","A",3128,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1940,NA,NA,1.94006014303134,1352.98761217544,1689.23301293072,1.4583257918552,1.64280542986425,608,532
"410","H",4102,NA,"2017<2024",2033,"Line Intermediate","Birch (downy/silver)",1992,NA,NA,2.43624342845143,1104.83088437863,687.517039588252,1.89982142857143,1.86267857142857,46,42
"411","C",4646,"Retain SP and CAR","2017<2024",2030,"Crown","Scots pine",1932,-1,"Felling",2.41660274442274,384.287213369826,895.669456150317,1.58385714285714,1.79035714285714,278,262
"412","E",3427,NA,"2017<2024",2026,"Intermediate","Scots pine",1949,NA,NA,1.19939648538772,1068.79574531929,945.70409243746,1.78621794871795,1.76801282051282,157,159
"413","E",3427,NA,"2017<2024",2026,"Line Intermediate","Mixed conifers",2000,NA,NA,1.19939648538772,1068.79574531929,945.70409243746,1.78621794871795,1.76801282051282,157,159
"414","C",4312,NA,"2017<2024",2025,"Line Intermediate","Hybrid larch",1993,2048,"Felling",4.47734827892932,2663.00072069203,1531.15039717594,2.04938775510204,1.69724489795918,192,194
"415","B",4327,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1935,-1,"Felling",3.44247634257337,392.293833002026,421.315599009358,1.6829,1.4549,160,160
"416","A",3204,NA,"2017<2024",2024,"Intermediate","Norway spruce",1965,2037,"Felling",-0.716858079807728,1187.88360149833,1323.98486691118,1.5959375,1.47565972222222,534,533
"417","F",4107,NA,"2017<2024",2028,"Line Intermediate","Douglas fir",2000,NA,NA,3.37304743746107,330.249198101068,792.598130716309,1.59645833333333,1.58979166666667,141,146
"418","C",4016,NA,"2017<2024",2024,"Intermediate","Beech",1950,NA,NA,0.293477777235242,350.257662526659,1587.16791800848,1.94214285714286,2.10271428571429,117,87
"419","I",4118,NA,"2017<2024",2028,"Line Intermediate","Corsican pine",2001,2028,"Felling",0.661911049228009,364.274654744884,1131.85337224899,2.40738095238095,2.80619047619048,93,82
"420","B",4356,NA,"2017<2024",2026,"Intermediate","Douglas fir",1974,-1,"Felling",0.164294198721807,1976.48182765258,1964.47283699729,1.39601503759399,1.44075187969925,269,250
"421","D",4310,NA,"2017<2024",2026,"Intermediate","Scots pine",1981,-1,"Felling",0.527099768249875,846.636782620692,1502.12979084464,1.54813186813187,1.6328021978022,147,162
"422","A",4613,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1948,-1,"Felling",1.15341180226868,926.698167929208,2449.845778649,1.38838235294118,1.37316176470588,776,726
"423","E",3436,NA,"2017<2024",2026,"Line Intermediate","Japanese larch",2004,2060,"Felling",3.31544245586808,1679.25502500551,511.382285564629,2.1778,1.9744,140,145
"424","A",3504,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1936,NA,NA,1.00623723914951,5958.26032318139,5437.88850888502,1.5983422459893,1.58141711229947,741,708
"425","A",3222,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1948,-1,"Felling",2.61686499545908,1792.33635985507,1055.78719628938,1.44083333333333,1.31146825396825,459,426
"426","J",3163,NA,"2017<2024",2025,"Intermediate","Douglas fir",1984,NA,NA,3.10597915982072,181.131694478143,103.074943775777,1.7396,1.5436,43,44
"427","K",4626,NA,"2017<2024",2024,"Intermediate","European larch",1935,-1,"Felling",-0.510820115047579,43.0321289796411,75.0560457969477,1.74888888888889,1.63462962962963,63,59
"428","A",4219,"Irregular thinning to develop structure
Halo thinning to develop crowns in final crop cohorts","2017<2024",2024,"Intermediate","Oak (robur/petraea)",1950,-1,"Felling",1.3913673209851,2526.88539968109,2373.77196760014,1.36080952380952,1.40838095238095,783,786
"429","D",3507,NA,"< 2016",2030,"Intermediate","Beech",1937,NA,NA,2.76815751551078,354.252830092613,116.08285902239,1.32986263736264,1.32101648351648,86,84
"430","H",3502,NA,"2017<2024",2037,"Intermediate","Beech",1935,NA,NA,3.5900317505463,301.21539284991,231.165311447025,1.63571428571429,1.45673469387755,61,51
"431","A",4143,NA,"< 2016",2025,"Intermediate","Norway spruce",1967,2022,"Felling",3.12410263519041,1878.4165209897,1844.39084246752,1.65486111111111,1.48115740740741,332,316
"432","G",3505,NA,"< 2016",2030,"Intermediate","Beech",1937,NA,NA,3.17421614858612,55.0394466043799,10.0071737759354,1.27331550802139,1.25903743315508,66,44
"433","G",4646,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1937,-1,"Felling",2.92113586424229,308.230425739494,228.170574529882,1.62384615384615,1.93884615384615,79,85
"434","G",4620,NA,"2017<2024",2025,"Intermediate","Sweet chestnut",1957,2025,"Felling",1.00098305344692,539.404597635257,472.354307547444,1.589125,1.435375,54,46
"435","I",4512,NA,"2017<2024",2024,"Crown","Beech",1934,2027,NA,-1.7793297565102,51.0385248257808,188.142009373572,1.779,1.842,18,26
"436","H",4019,NA,"2017<2024",2024,"Line Intermediate","Mixed broadleaves",2004,NA,NA,-0.427754573519802,765.561651208089,1079.79211749015,1.8575,1.98930555555556,116,101
"437","H",4019,NA,"2017<2024",2024,"Intermediate","Birch (downy/silver)",1968,NA,NA,-0.427754573519802,765.561651208089,1079.79211749015,1.8575,1.98930555555556,116,101
"438","K",4118,NA,"2017<2024",2025,"Intermediate","Scots pine",1950,2080,"Felling",-1.86707365785325,359.270844449777,666.502449770051,2.14145833333333,2.32020833333333,35,39
"439","B",3318,NA,"2017<2024",2024,"Crown","Beech",1927,NA,NA,4.67325827063874,4261.19570908418,2165.62402595099,1.88607655502392,1.57751196172249,326,305
"440","D",4454,"singling multi stems and coppicing
retain 25-30% of stems impertuity","2017<2024",2024,"Intermediate","Sweet chestnut",1954,-1,"Felling",1.28611314361125,373.281097043633,826.622484531748,1.63957142857143,1.963,201,148
"441","B",3407,NA,"2017<2024",2026,"Intermediate","Douglas fir",1972,NA,NA,2.35997141476082,47.0351453982657,91.0680468800419,1.23844155844156,1.46480519480519,796,812
"442","A",4223,NA,"2017<2024",2024,"Intermediate","Douglas fir",1967,2101,"Felling",1.31384514051219,2999.23103071242,2451.82388116152,1.83671568627451,1.95691176470588,267,269
"443","B",3222,NA,"2017<2024",2024,"Intermediate","Norway spruce",1964,2027,"Felling",1.78447671828987,450.336042700015,442.330024416253,1.37333333333333,1.3372619047619,341,336
"444","A",4438,"0.5 to 1ha groups","2017<2024",2027,"Intermediate","Norway spruce",1966,-1,"Felling",1.00574158740763,11142.3545475521,11758.8168155689,2.07506493506494,2.1300974025974,909,997
"445","E",4422,NA,"< 2016",2025,"Intermediate","Scots pine",1974,NA,NA,3.08557060047371,1418.06703670675,926.697292077166,2.1915,2.16133333333333,74,75
"446","B",4220,NA,"2017<2024",NA,"","",NA,NA,NA,0.622755271793619,19601.5837784301,17464.9938746785,1.49555555555556,1.59654761904762,46,77
"447","E",3438,NA,"2017<2024",2027,"Intermediate","Douglas fir",1966,NA,NA,-0.44403061528745,819.612274819352,937.700475120117,1.52273913043478,1.48634782608696,175,148
"448","G",3325,NA,"< 2016",2025,"Intermediate","Douglas fir",1967,NA,NA,4.02450772645967,77.0575009516397,89.0664620582393,1.39190476190476,1.87190476190476,42,44
"449","H",3129,NA,"2017<2024",2025,"No Thin","Corsican pine",1967,NA,NA,4.48648767918999,561.410616264999,17.0124446912232,1.7472,1.4618,71,67
"450","E",3301,NA,"2017<2024",2025,"Intermediate","Western red cedar",1970,NA,NA,2.92064121297937,144.108009930489,141.105757783989,1.50944444444444,1.38083333333333,131,134
"451","J",3301,NA,"2017<2024",2025,"Intermediate","Norway spruce",1975,2051,"Felling",2.61796146723137,780.58520562412,473.354869902316,1.831875,1.52041666666667,91,102
"452","Q",3301,NA,"< 2016",2025,"Intermediate","Birch (downy/silver)",1979,NA,NA,2.68052719430723,883.661924480119,450.33728532125,1.99092592592593,1.84277777777778,11,10
"453","A",4442,NA,"2017<2024",2025,"Intermediate","Norway spruce",1942,2056,"Felling",-3.69158821172754,2326.74686860607,7455.59751918475,1.58764890282132,1.79172413793103,424,350
"454","B",4309,NA,"2017<2024",2026,"No Thin","Corsican pine",1965,2101,"Felling",1.17422109443326,2937.20709436218,1829.37470510598,2.26360294117647,2.45625,248,297
"455","C",3320,NA,"2017<2024",2025,"Intermediate","Norway spruce",1971,2028,"Felling",2.71185722743957,661.496095552975,237.177820765995,1.89181818181818,1.71979797979798,246,257
"456","A",3322,NA,"2017<2024",2024,"Intermediate","Norway spruce",1970,2022,"Felling",2.17858354323144,1405.05263221131,1187.8901002131,1.56205128205128,1.44709401709402,695,692
"457","B",3427,NA,"2017<2024",2027,"Intermediate","Sweet chestnut",1949,2030,"Felling",1.87027641457856,677.504410825044,1979.47402307156,1.74918181818182,1.88390909090909,229,208
"458","D",4312,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1939,-1,"Felling",0.83821273682791,297.223613868417,673.5067043737,1.54,1.74242857142857,183,196
"459","D",4408,NA,"2017<2024",2027,"Intermediate","Douglas fir",1959,2053,"Felling",-0.286740630196342,439.32968481764,573.430302466943,1.86587301587302,1.96206349206349,93,106
"460","A",4432,NA,"2017<2024",2027,"Intermediate","Norway spruce",1966,-1,"Felling",1.86147034585261,13.0097601366433,0,1.48438461538462,1.37992307692308,364,349
"461","B",4509,NA,"2017<2024",2027,"Intermediate","Douglas fir",1967,NA,NA,0.0899445728032241,512.387108359544,413.312226782997,1.34711111111111,1.634,185,187
"462","D",4222,NA,"< 2016",2030,"Neutral","Oak (robur/petraea)",1812,2025,"Felling",0.753701443872746,4441.29236182535,4256.15656965564,1.20180519480519,1.20758441558442,86,69
"463","A",3429,NA,"2017<2024",2026,"Intermediate","Douglas fir",1980,NA,NA,2.64056846561937,756.56415649219,1016.75799115153,1.45395604395604,1.44675824175824,564,548
"464","C",4321,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1943,-1,"Felling",0.861521724150902,1202.90075058836,1635.22459582426,1.57558333333333,1.66916666666667,143,118
"465","D",4506,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1912,2025,NA,2.31891195275986,1363.02890064537,907.685177531261,1.94015873015873,1.69603174603175,45,47
"466","D",3427,NA,"2017<2024",2026,"Intermediate","Scots pine",1959,NA,NA,-0.0064041276929933,153.113952314074,589.438675045312,1.48533333333333,1.56122222222222,214,211
"467","E",4433,NA,"2017<2024",2024,"Intermediate","Beech",1931,2025,"Felling",-0.379814003190738,414.31051267693,485.363769118965,2.00625,1.6990625,16,15
"468","L",3411,NA,"2017<2024",2027,"Intermediate","Western red cedar",1971,NA,NA,1.50798601904967,0,14.010480785837,1.5408,1.4088,33,39
"469","A",4226,NA,"2017<2024",2024,"Intermediate","Japanese larch",1969,2043,"Felling",-0.654010582187335,3228.37396359895,3128.30069941646,1.43698529411765,1.49347426470588,512,564
"470","B",3234,NA,"2017<2024",2024,"Intermediate","Douglas fir",1965,-1,"Felling",4.1696649489794,439.327792825083,182.135891419006,1.526125,1.33025,312,319
"471","E",4613,"gradual thinning sympathetic to the landscape context","2017<2024",2024,"Crown","Oak (robur/petraea)",1928,-1,"Felling",2.13480280099595,1188.89588567061,1016.76615424853,1.28164102564103,1.26748717948718,154,130
"472","F",4313,NA,"2017<2024",2025,"Line Intermediate","Hybrid larch",1993,2037,"Felling",2.94835481936206,571.429443523237,326.245188981607,1.9325,1.58875,62,62
"473","A",3203,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1947,-1,"Felling",0.128409939148378,3720.76694931873,5666.21378916495,1.79273504273504,1.80974358974359,167,132
"474","E",4513,NA,"2017<2024",2024,"Intermediate","Beech",1921,2027,NA,0.685338214369156,957.723644836595,841.635944671514,1.7095,1.65816666666667,25,22
"475","A",3433,NA,"2017<2024",2024,"Intermediate","European Ash",1970,NA,NA,-0.0144450702075825,222.165645307359,1291.96284837054,1.49410256410256,1.56251282051282,558,546
"476","C",3304,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1914,NA,NA,3.36743691208328,1466.09667026614,1062.79500315868,1.83181818181818,1.5925,137,142
"477","J",3320,NA,"2017<2024",2025,"Intermediate","European larch",1932,NA,NA,2.95483291042795,1192.89401173061,949.711759445032,1.795,1.63555555555556,33,31
"478","A",4543,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1918,2025,NA,0.114825544733701,1205.90404711628,2495.8708502329,1.5064453125,1.7023828125,618,487
"479","D",3502,NA,"< 2016",2030,"Intermediate","Beech",1935,NA,NA,2.0873363679367,483.346054077854,378.270821351063,1.56655844155844,1.57935064935065,96,82
"480","A",3410,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1952,NA,NA,1.69802113555847,2386.78488022882,3151.35678447616,1.28327272727273,1.28861818181818,532,463
"481","K",4219,NA,"2017<2024",2024,"Intermediate","Japanese larch",1960,2101,"Felling",2.29593331606245,252.1880016699,123.091761602111,1.34734375,1.3059375,77,74
"482","A",4339,NA,"2017<2024",2025,"Intermediate","Norway spruce",1968,2035,"Felling",-0.715974136003343,1204.90215823209,1940.45287853903,1.75183006535948,1.96235294117647,459,483
"483","B",4401,"thin / underplant alternate species / nat-regen","2017<2024",2024,"Intermediate","Douglas fir",1966,-1,"Felling",-1.10475864695067,738.554143944762,1675.25685155649,1.84616666666667,1.76533333333333,346,302
"484","N",3415,NA,"2017<2024",2027,"Intermediate","Douglas fir",1971,2041,"Felling",0.664646950570202,151.112729292858,73.054494013224,1.15881944444444,1.14833333333333,46,44
"485","A",4509,NA,"2017<2024",NA,"","Oak (robur/petraea)",1909,NA,NA,-0.258712588602234,361.27279473214,1110.83882537326,1.49550802139037,1.67893048128342,171,158
"486","N",3354,NA,"2017<2024",2024,"Intermediate","Beech",1962,NA,NA,1.42869013871772,622.466080134989,529.396388794084,1.95466666666667,1.93366666666667,25,21
"487","J",4638,NA,"2017<2024",2025,"Intermediate","Norway spruce",1926,-1,"Felling",-5.86852918075494,60.0448933147782,490.366630808574,1.49388888888889,2.05361111111111,63,49
"488","J",4637,NA,"2017<2024",2024,"Intermediate","Hybrid larch",1961,2030,"Felling",2.96093738118078,58.0434053072313,30.0224515395676,1.805,1.6795,21,18
"489","B",3339,NA,"2017<2024",2024,"Intermediate","Norway spruce",1972,2027,"Felling",2.69303506029549,4974.73471102211,2326.74683231,2.08115151515151,1.49672727272727,254,235
"490","I",3129,NA,"2017<2024",2025,"Intermediate","European larch",1922,NA,NA,2.27863842580377,90.0662292643538,52.0382615918788,1.63291666666667,1.49895833333333,47,48
"491","E",3233,NA,"2017<2024",2033,"Intermediate","Beech",1916,-1,"Felling",2.96756857548529,139.103776123062,0,1.46809523809524,1.38202380952381,64,58
"492","B",4319,NA,"< 2016",2028,"Neutral","Oak (robur/petraea)",1812,NA,NA,1.65652987948554,6707.01413186124,4119.0794456376,2.72852272727273,2.57193181818182,124,123
"493","G",4362,NA,"2017<2024",2024,"Line Intermediate","Corsican pine",1993,2036,"Felling",0.756441942951164,189.142416157512,486.366111740783,1.712,1.66533333333333,80,72
"494","H",3438,NA,"2017<2024",2027,"Intermediate","Douglas fir",1959,NA,NA,-1.38864623493438,695.519418348136,500.373730101826,1.67393162393162,1.55444444444444,88,76
"495","B",3321,NA,"2017<2024",2025,"Intermediate","Douglas fir",1969,NA,NA,3.18709108185464,2083.5626256118,1609.20686696585,1.70823275862069,1.58655172413793,631,653
"496","G",4336,NA,"2017<2024",2025,"Intermediate","Mixed broadleaves",1986,2026,"Felling",1.42603237124015,1882.40938725247,1377.03098484533,2.259,2.31066666666667,75,72
"497","H",4462,"develop crowns through thinning
Retain clusters to become future veterans with possible future U/Plant","2017<2024",2024,"Intermediate","Norway spruce",1921,2024,"Felling",-5.52628850159121,724.544287016412,1428.0727671356,1.91918367346939,1.90571428571429,50,45
"498","P",3413,NA,"2017<2024",2027,"Intermediate","Douglas fir",1959,NA,NA,-7.61432231478987,0,359.268338586066,1.56366666666667,1.64433333333333,47,31
"499","B",4300,NA,"2017<2024",2025,"Intermediate","Hybrid larch",1987,2050,"Felling",1.20080441404714,1982.47961360376,2508.87248290736,1.89703703703704,1.81351851851852,226,204
"500","B",3306,NA,"< 2016",2025,"Intermediate","Douglas fir",1966,NA,NA,3.84011936381316,606.452639167241,414.309236789508,1.71412698412698,1.68047619047619,178,177
"501","L",4208,NA,"< 2016",2030,"Intermediate","Beech",1943,-1,"Felling",2.85450410201004,165.123402820856,121.090495169701,1.9625,1.80666666666667,9,10
"502","D",4639,NA,"2017<2024",2025,"Intermediate","Norway spruce",1992,2050,"Felling",1.84067606922626,917.686082336862,893.668132603299,2.0852380952381,2.08206349206349,112,131
"503","C",4107,NA,"2017<2024",2026,"Intermediate","Douglas fir",1986,NA,NA,1.06664376612312,1659.24965256378,2641.98986447759,1.885,1.9997619047619,188,170
"504","E",4622,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1949,-1,"Felling",1.36938410375922,52.0390388828455,88.0660964568087,1.262,1.378,101,113
"505","M",3320,NA,"< 2016",2035,"Neutral","Oak (robur/petraea)",1818,NA,NA,4.2829271100153,568.426451358297,258.193710978172,2.04466666666667,1.88966666666667,17,17
"506","K",4019,NA,"2017<2024",2024,"Intermediate","Birch (downy/silver)",1970,NA,NA,-0.296460108096467,13.0095306052754,141.103408049501,1.86833333333333,2.16733333333333,52,42
"507","J",4408,NA,"2017<2024",2027,"Intermediate","European larch",1959,2026,"Felling",-1.26539723639333,52.0390501949587,77.0578234015411,1.86233333333333,1.814,16,20
"508","A",4428,NA,"2017<2024",2024,"Intermediate","Norway spruce",1964,-1,"Felling",2.13945876951112,3908.94047223467,2951.22062107211,1.89729591836735,1.84811224489796,312,330
"509","C",3229,NA,"2017<2024",2033,"Neutral","Oak (robur/petraea)",1816,-1,"Felling",2.0590822280295,504.37619461854,333.24853561497,1.34779487179487,1.29194871794872,227,197
"510","B",3348,NA,"2017<2024",2025,"Intermediate","Japanese larch",1970,NA,NA,2.45582041096255,1953.45805747104,1109.82832477855,1.6253216374269,1.51754385964912,410,384
"511","C",3345,NA,"2017<2024",2025,"Intermediate","Hybrid larch",1965,NA,NA,3.63614332590762,288.214807523596,91.0678794570995,1.96466666666667,1.519,50,57
"512","F",3343,NA,"< 2016",2025,"Intermediate","Beech",1924,NA,NA,3.02037279741158,1042.78003416954,419.313665219262,1.95031746031746,1.67984126984127,48,42
"513","G",3343,NA,"< 2016",2025,"Intermediate","Scots pine",1924,NA,NA,3.45248919924379,203.151946015358,87.0651177253385,1.62642857142857,1.2497619047619,51,47
"514","B",4457,"20-30yr rotation","2017<2024",2024,"Line Intermediate","Sweet chestnut",1979,-1,"Felling",2.76634548888347,589.443485914271,1247.93893134237,1.5329696969697,1.58084848484848,217,160
"515","F",4431,"Thin for natural regen and under planting","2017<2024",2032,"Crown","Douglas fir",1930,-1,"Felling",0.635329392549516,678.509193215519,415.311679386141,1.86037037037037,1.66092592592593,39,37
"516","O",4219,NA,"2017<2024",2024,"Intermediate","Norway spruce",1950,2101,"Felling",0.0651006972020057,0,168.12568148633,1.2072,1.552,30,28
"517","A",4302,NA,"2017<2024",2025,"Intermediate","Douglas fir",1985,2101,"Felling",3.17213894337346,3969.96658325571,3070.29417619159,1.53173684210526,1.59957894736842,864,899
"518","L",3301,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1931,NA,NA,4.93833444271407,494.370699607833,235.176335211465,1.79479166666667,1.36625,76,75
"519","C",4639,NA,"2017<2024",2025,"Intermediate","Norway spruce",1936,2026,"Felling",-5.35873726329842,1126.84255722801,3483.60474582917,1.622875,1.8606875,208,169
"520","G",4145,NA,"2017<2024",2024,"Intermediate","Small-leaved lime",1930,NA,NA,0.511576162019977,0,88.0665226759374,1.32166666666667,1.58611111111111,53,53
"521","H",4204,NA,"2017<2024",NA,"","",NA,NA,NA,1.73381856380695,5085.78940230729,4673.48222533804,1.66957142857143,1.68057142857143,32,32
"522","O",3413,NA,"2017<2024",2027,"Intermediate","Grand Fir",1958,NA,NA,-4.44085236204819,398.297350878107,896.669427818568,2.556,2.2096,36,32
"523","A",4635,"remove larch through thinning but only what is gettable w/o damage to broadleaf components","2017<2024",2024,"Crown","Beech",1944,-1,"Felling",0.779846698934282,2502.86888210101,1937.44666819694,1.68833333333333,1.53224358974359,263,246
"524","C",4635,"remove larch through thinning but only what is gettable w/o damage to broadleaf components","2017<2024",2024,"Crown","Beech",1931,-1,"Felling",0.563910325094818,1480.1048946984,1613.20425930853,1.60247863247863,1.5865811965812,136,125
"525","A",3213,NA,"2017<2024",2024,"Intermediate","Scots pine",1951,-1,NA,1.11739426363672,6019.47526517244,4063.0208730681,1.76173611111111,1.62184027777778,731,686
"526","R",3413,NA,"2017<2024",2032,"Intermediate","Mixed broadleaves",1969,NA,NA,-1.75189328005279,130.097170004046,73.0545608367174,2.05,1.7992,30,27
"527","E",3420,NA,"2017<2024",2024,"Intermediate","Norway spruce",1967,2028,"Felling",-0.00400347799005564,66.0492263232882,150.111886854895,1.58677083333333,1.570625,217,231
"528","D",3426,NA,"2017<2024",2027,"Intermediate","Scots pine",1959,NA,NA,0.519556202024201,2135.58746877848,1741.29433001232,1.66972222222222,1.91597222222222,178,189
"529","D",3407,NA,"2017<2024",2026,"Intermediate","Douglas fir",1971,NA,NA,1.61550639856604,138.10318796186,71.0530912282993,1.26592592592593,1.49759259259259,84,85
"530","F",3421,NA,"2017<2024",2026,"Intermediate","Douglas fir",1964,NA,NA,2.54281721892755,193.144370629809,104.077798145765,1.6616,1.626,95,94
"531","C",3340,NA,"2017<2024",2024,"Intermediate","Pedunculate/common oak",1950,NA,NA,2.72152215751643,170.127162862642,62.0463786345208,1.37300699300699,1.3379020979021,214,197
"532","E",4207,NA,"2017<2024",2026,"Intermediate","Scots pine",1979,-1,"Felling",-1.38393787095542,225.167736777388,1426.06281686237,1.37155555555556,1.842,77,71
"533","A",4358,NA,"< 2016",2031,"Neutral","Oak (robur/petraea)",1815,-1,"Felling",1.373319083039,6992.25002369631,6166.63021571447,2.16166666666667,2.20253968253968,186,160
"534","E",3131,NA,"2017<2024",2025,"Intermediate","Douglas fir",1991,NA,NA,3.54830005457855,91.0669793704728,94.069190161812,1.19948051948052,1.16584415584416,108,109
"535","A",4535,NA,"2017<2024",2026,"Intermediate","Western hemlock",1969,2031,"Felling",-3.2458779144704,6020.51530922846,12579.4341133814,1.85556034482759,2.27875,490,403
"536","E",4517,NA,"2017<2024",2024,"Crown","Beech",1938,NA,NA,-0.0465756515480875,186.140459266775,458.345905640839,1.75415384615385,2.28153846153846,74,70
"537","A",4408,NA,"2017<2024",2027,"Intermediate","Norway spruce",1957,2053,"Felling",0.692344988336517,1592.19617484451,1458.09537222349,1.68822510822511,1.52194805194805,528,484
"538","C",4426,NA,"2017<2024",2035,"Neutral","Oak (robur/petraea)",1841,2026,"Felling",-0.581780973080743,312.234080969371,881.661047933747,2.06842857142857,2.19385714285714,75,68
"539","B",4412,NA,"2017<2024",2025,"Intermediate","Japanese larch",1978,2045,"Felling",1.72052707006882,1428.07413450312,1171.88148256222,1.65748251748252,1.58559440559441,261,233
"540","B",3422,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1931,NA,NA,-0.159320560888343,1495.11543120925,2890.15584079811,1.46556390977444,1.66432330827068,282,270
"541","B",3422,NA,"2017<2024",2024,"Line Intermediate","Beech",2010,NA,NA,-0.159320560888343,1495.11543120925,2890.15584079811,1.46556390977444,1.66432330827068,282,270
"542","A",4336,NA,"2017<2024",2025,"Intermediate","Norway spruce",1967,2050,"Felling",-2.11785345856609,5510.12520839773,15477.5870375956,1.89214285714286,2.11574675324675,1021,917
"543","C",4418,NA,"2017<2024",2025,"Intermediate","Norway spruce",1991,NA,NA,1.46327161479906,1613.21216115684,1958.47161514974,2.14666666666667,2.16930555555556,138,128
"544","O",3411,NA,"< 2016",2025,"Intermediate","Douglas fir",1967,NA,NA,4.82122105497011,22.016478276113,0,1.46958333333333,1.3825,24,24
"545","H",3505,NA,"< 2016",2030,"Intermediate","Beech",1937,NA,NA,2.10470998749545,171.122644265604,101.072442653276,1.71685185185185,1.64888888888889,43,37
"546","I",3506,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1947,NA,NA,0.981474092339728,14.0100556614707,0,1.72266666666667,1.849,20,14
"547","D",3506,NA,"2017<2024",2024,"Intermediate","Western hemlock",1967,NA,NA,1.39561403050266,182.130709878511,163.117056897099,1.6822,1.6631,104,103
"548","A",3344,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1947,NA,NA,3.19781183895676,1571.17126792866,527.393113941747,1.40520987654321,1.23535802469136,685,682
